Fecha,Percentil equiponderado 77.25,Percentil ponderado 80.96,"Media Truncada Equiponderada (55.91, 92.18)","Media Truncada Ponderada (46.44, 98.55)","Inflación de exclusión dinámica (0.47, 4.97)","Exclusión fija de gastos básicos IPC (12, 52)",MAI óptima CORR 2018,"MAI (G,3,[0.32, 0.77])","MAI (FP,5,[0.34, 0.66, 0.78, 0.86])","MAI (F,5,[0.32, 0.66, 0.78, 0.87])"
01/03/2021,368.94727,548.5555,393.67136,677.2229,359.12433,230.91751,255.84549,247.76944,252.08276,258.88126
01/04/2021,370.097,550.71436,394.8955,680.3914,360.26007,231.23242,256.18362,248.2906,252.38423,259.24634
01/05/2021,371.23044,553.067,396.14987,683.1535,361.31665,231.48808,256.5859,248.7744,252.76714,259.6624
01/06/2021,372.143,554.80396,397.12927,685.46075,362.1604,231.84831,256.73087,248.95213,252.88016,259.833
01/07/2021,373.40082,557.0815,398.43027,688.8961,363.26593,232.30235,257.12662,249.2228,253.24278,260.25632
01/08/2021,375.18747,560.38116,400.2342,691.9566,364.32446,232.70334,257.87744,250.10452,253.98758,261.0103
01/09/2021,376.71558,562.14545,401.82785,694.49994,365.2903,232.97226,258.4982,250.4271,254.58133,261.6556
01/10/2021,378.85565,565.40717,404.20294,699.1832,366.9452,233.47238,259.7245,251.05954,255.79056,262.90213
01/11/2021,381.43903,570.4265,406.9501,705.56195,369.19144,234.17815,261.01617,252.2961,257.08807,264.18948
01/12/2021,383.94562,574.2684,409.58035,710.1706,370.76093,234.89713,262.22778,253.27448,258.27795,265.42044
01/01/2022,386.23132,578.8423,412.0649,716.4435,373.02957,234.87672,263.42188,254.35828,259.46423,266.622
