Fecha,Percentil equiponderado 77.25,Percentil ponderado 80.96,"Media Truncada Equiponderada (55.91, 92.18)","Media Truncada Ponderada (46.44, 98.55)","Inflación de exclusión dinámica (0.47, 4.97)","Exclusión fija de gastos básicos IPC (12, 52)",MAI óptima CORR 2018,"MAI (G,3,[0.32, 0.77])","MAI (FP,5,[0.34, 0.66, 0.78, 0.86])","MAI (F,5,[0.32, 0.66, 0.78, 0.87])"
01/08/2020,3.1782746,4.344845,3.6964774,5.947888,4.082775,1.0844469,1.3634733,1.3093114,1.3586283,1.3677359
01/09/2020,3.2754302,4.3208957,3.805232,6.2081814,4.066539,1.6544819,1.5057104,1.2759686,1.4911652,1.5193343
01/10/2020,3.2833815,4.3070197,3.7434816,6.8692446,4.251671,2.6053429,1.4900908,1.2819171,1.4675736,1.5096903
01/11/2020,3.2799482,4.459512,3.811407,6.764078,4.136014,2.6558995,1.5789123,1.4155746,1.5582561,1.5965939
01/12/2020,3.3664227,4.5229554,3.9046526,7.1097374,4.2701364,2.6679754,1.6751976,1.4072418,1.6566396,1.6923308
01/01/2021,3.4528375,4.8576713,4.0536523,7.5148225,4.736364,2.6402473,1.8404756,1.7182708,1.805079,1.8691778
01/02/2021,3.6489487,5.262363,4.2629123,8.118689,5.0821185,2.666819,2.0686235,1.8859625,2.037692,2.0944715
01/03/2021,3.8030982,5.558574,4.372394,8.531893,5.268991,2.8210402,2.2258124,2.1745443,2.1959186,2.2494793
01/04/2021,3.9197087,5.4814696,4.3859363,8.125126,4.9903035,2.9242396,2.2457583,2.2940636,2.2019625,2.2791982
01/05/2021,3.9641619,5.4516315,4.3913364,8.161175,4.96825,2.8965354,2.2841427,2.3854494,2.2339463,2.3220062
01/06/2021,3.964436,5.4649234,4.323685,7.852173,4.4888735,2.9945135,2.2424335,2.3766637,2.1918178,2.280283
01/07/2021,4.058671,5.438888,4.3477535,7.563579,4.387307,3.0869365,2.2707498,2.294898,2.216673,2.3124337
01/08/2021,4.2382717,5.6161284,4.4712186,7.600236,4.382324,2.9913425,2.418394,2.5205493,2.3703218,2.4545908
01/09/2021,4.3329477,5.7356358,4.5087337,7.4565887,4.584229,2.5268078,2.44247,2.675283,2.3950338,2.4768114
01/10/2021,4.617703,6.141329,4.782605,7.1340084,4.579699,1.85045,2.7571392,2.920735,2.710998,2.7911782
01/11/2021,4.9771547,6.467414,5.0916195,7.574892,4.914534,2.0272136,3.0253906,3.073287,2.990508,3.051865
01/12/2021,5.308223,6.8790317,5.3848743,7.5271606,4.964292,2.3179054,3.3272767,3.4296274,3.2885194,3.3561826
01/01/2022,5.5459023,6.8947434,5.5650473,7.5838566,4.844022,2.0880103,3.502273,3.35294,3.478396,3.5222173
