Fecha,Índice,Combinación lineal óptima CORR
01/09/2012,247.05562,5.874647617340088
01/10/2012,248.10265,5.785666465759277
01/11/2012,249.14752,5.757347106933594
01/12/2012,250.37244,5.823084831237793
01/01/2013,251.71933,5.917860984802246
01/02/2013,253.46667,6.086131572723389
01/03/2013,254.58833,5.94010066986084
01/04/2013,255.60268,5.970811367034912
01/05/2013,256.54218,5.906395435333252
01/06/2013,257.6571,5.832993507385254
01/07/2013,258.43213,5.68831729888916
01/08/2013,259.0054,5.308856010437012
01/09/2013,259.68036,5.110084056854248
01/10/2013,260.63208,5.050093650817871
01/11/2013,261.6912,5.034637451171875
01/12/2013,262.45526,4.825940132141113
01/01/2014,263.26135,4.5852766036987305
01/02/2014,264.21317,4.239803791046143
01/03/2014,265.34418,4.224795341491699
01/04/2014,266.16888,4.133841514587402
01/05/2014,267.00208,4.077271938323975
01/06/2014,268.03577,4.028092861175537
01/07/2014,268.8816,4.043412208557129
01/08/2014,269.6802,4.121464252471924
01/09/2014,270.3853,4.122365951538086
01/10/2014,271.10614,4.018709659576416
01/11/2014,271.85995,3.8857829570770264
01/12/2014,272.4812,3.8200652599334717
01/01/2015,273.13474,3.750411033630371
01/02/2015,274.15036,3.7610533237457275
01/03/2015,275.0277,3.6494269371032715
01/04/2015,275.77554,3.609243392944336
01/05/2015,276.72556,3.641718864440918
01/06/2015,277.70956,3.6091456413269043
01/07/2015,278.5625,3.600426197052002
01/08/2015,279.50128,3.641754388809204
01/09/2015,280.3356,3.680044174194336
01/10/2015,281.3257,3.769585371017456
01/11/2015,282.11096,3.7706921100616455
01/12/2015,282.8829,3.8173980712890625
01/01/2016,283.66644,3.8558597564697266
01/02/2016,284.60245,3.812542676925659
01/03/2016,285.4444,3.787508964538574
01/04/2016,286.17722,3.7717933654785156
01/05/2016,287.14496,3.7652459144592285
01/06/2016,288.01285,3.7100956439971924
01/07/2016,288.9857,3.7417728900909424
01/08/2016,289.72092,3.656386375427246
01/09/2016,290.27,3.5437474250793457
01/10/2016,291.43777,3.5944314002990723
01/11/2016,292.26083,3.597830057144165
01/12/2016,293.091,3.608593463897705
01/01/2017,294.29953,3.7484498023986816
01/02/2017,295.1651,3.7113635540008545
01/03/2017,295.9264,3.6721670627593994
01/04/2017,296.52023,3.614196538925171
01/05/2017,297.1929,3.4992599487304688
01/06/2017,297.84705,3.4144997596740723
01/07/2017,298.82538,3.404902458190918
01/08/2017,299.38715,3.336390972137451
01/09/2017,300.01657,3.3577728271484375
01/10/2017,301.1048,3.317007541656494
01/11/2017,302.12848,3.3763184547424316
01/12/2017,302.88925,3.3430681228637695
01/01/2018,303.76233,3.215364694595337
01/02/2018,304.69748,3.229506731033325
01/03/2018,305.53253,3.2461228370666504
01/04/2018,306.36963,3.3216609954833984
01/05/2018,307.27267,3.391660213470459
01/06/2018,308.57632,3.6022753715515137
01/07/2018,309.7241,3.6471805572509766
01/08/2018,310.46033,3.698612689971924
01/09/2018,311.20905,3.730620861053467
01/10/2018,312.0145,3.6232223510742188
01/11/2018,312.7785,3.524994373321533
01/12/2018,313.4317,3.4806292057037354
01/01/2019,313.92047,3.344107151031494
01/02/2019,314.71683,3.28829026222229
01/03/2019,315.88785,3.3892667293548584
01/04/2019,316.66788,3.361374855041504
01/05/2019,317.567,3.3502254486083984
01/06/2019,318.44803,3.199117660522461
01/07/2019,319.24615,3.0743765830993652
01/08/2019,319.84875,3.0240237712860107
01/09/2019,320.4518,2.9699559211730957
01/10/2019,321.40823,3.0106794834136963
01/11/2019,322.25934,3.0311670303344727
01/12/2019,322.94785,3.036120891571045
01/01/2020,323.6963,3.1141064167022705
01/02/2020,324.26828,3.0349392890930176
01/03/2020,324.98483,2.879814624786377
01/04/2020,325.69095,2.849379062652588
01/05/2020,326.46664,2.802457332611084
01/06/2020,327.2094,2.7512826919555664
01/07/2020,327.9745,2.7340381145477295
01/08/2020,328.83994,2.811079502105713
01/09/2020,329.83664,2.92862606048584
01/10/2020,330.7174,2.8963675498962402
01/11/2020,331.78915,2.9571919441223145
01/12/2020,332.7985,3.050231695175171
01/01/2021,334.0327,3.193246841430664
01/02/2021,335.31482,3.4066030979156494
01/03/2021,336.49237,3.5409469604492188
01/04/2021,337.33765,3.5759902000427246
01/05/2021,338.21942,3.599994659423828
01/06/2021,338.83652,3.5534119606018066
01/07/2021,339.75604,3.5922226905822754
01/08/2021,341.12024,3.73443341255188
01/09/2021,342.30048,3.7787880897521973
01/10/2021,344.1709,4.067972660064697
01/11/2021,346.29846,4.373048782348633
01/12/2021,348.36032,4.676050186157227
01/01/2022,350.28342,4.864999771118164
