Fecha,Índice,Combinación lineal óptima MSE
01/09/2012,215.87961,4.808865547180176
01/10/2012,216.66876,4.77883768081665
01/11/2012,217.44704,4.808427333831787
01/12/2012,218.32074,4.907689571380615
01/01/2013,219.28499,4.971067428588867
01/02/2013,220.4135,5.076079845428467
01/03/2013,221.1552,4.921339511871338
01/04/2013,221.91383,4.963982582092285
01/05/2013,222.54398,4.853941917419434
01/06/2013,223.33904,4.770765781402588
01/07/2013,223.92383,4.660111904144287
01/08/2013,224.32993,4.323063850402832
01/09/2013,224.78864,4.126850605010986
01/10/2013,225.43198,4.044517993927002
01/11/2013,226.1412,3.998293399810791
01/12/2013,226.63408,3.807852029800415
01/01/2014,227.19475,3.607074022293091
01/02/2014,227.80507,3.353506088256836
01/03/2014,228.6375,3.383279323577881
01/04/2014,229.22891,3.2963600158691406
01/05/2014,229.82104,3.2699453830718994
01/06/2014,230.40536,3.163939952850342
01/07/2014,230.98692,3.1542422771453857
01/08/2014,231.51366,3.2023022174835205
01/09/2014,231.96863,3.1941018104553223
01/10/2014,232.48546,3.1288790702819824
01/11/2014,232.98537,3.0265018939971924
01/12/2014,233.4251,2.996471405029297
01/01/2015,233.85504,2.9315338134765625
01/02/2015,234.58017,2.9740777015686035
01/03/2015,235.22708,2.882108688354492
01/04/2015,235.77988,2.857823371887207
01/05/2015,236.42285,2.872586488723755
01/06/2015,237.13103,2.919050455093384
01/07/2015,237.73872,2.923017978668213
01/08/2015,238.3419,2.949396848678589
01/09/2015,238.79453,2.9425952434539795
01/10/2015,239.4367,2.989968776702881
01/11/2015,239.94456,2.9869680404663086
01/12/2015,240.41571,2.9947943687438965
01/01/2016,240.9764,3.045198678970337
01/02/2016,241.50667,2.95271635055542
01/03/2016,242.08838,2.916886806488037
01/04/2016,242.6104,2.8969902992248535
01/05/2016,243.17995,2.8580527305603027
01/06/2016,243.70222,2.7711257934570312
01/07/2016,244.25084,2.739187002182007
01/08/2016,244.78462,2.703139305114746
01/09/2016,245.15236,2.662472724914551
01/10/2016,245.84691,2.677196502685547
01/11/2016,246.36087,2.6740810871124268
01/12/2016,246.86534,2.6826930046081543
01/01/2017,247.6874,2.7849206924438477
01/02/2017,248.2451,2.7901699542999268
01/03/2017,248.74374,2.7491400241851807
01/04/2017,249.12865,2.686710834503174
01/05/2017,249.59195,2.636734962463379
01/06/2017,249.96918,2.5715584754943848
01/07/2017,250.40862,2.5210835933685303
01/08/2017,250.75731,2.4399709701538086
01/09/2017,251.15385,2.4480669498443604
01/10/2017,251.80449,2.423285484313965
01/11/2017,252.41844,2.4588265419006348
01/12/2017,252.81879,2.411613941192627
01/01/2018,253.42049,2.3146493434906006
01/02/2018,254.0408,2.334662914276123
01/03/2018,254.57098,2.342660665512085
01/04/2018,255.09052,2.393089771270752
01/05/2018,255.61969,2.4150373935699463
01/06/2018,256.39304,2.5698561668395996
01/07/2018,257.14423,2.689854621887207
01/08/2018,257.66397,2.754314422607422
01/09/2018,258.18668,2.8002078533172607
01/10/2018,258.66608,2.7249741554260254
01/11/2018,259.1363,2.661389112472534
01/12/2018,259.53656,2.657149314880371
01/01/2019,259.79297,2.514587163925171
01/02/2019,260.26675,2.4507627487182617
01/03/2019,261.0409,2.5414974689483643
01/04/2019,261.57803,2.543224334716797
01/05/2019,262.09506,2.533207654953003
01/06/2019,262.67776,2.4512107372283936
01/07/2019,263.13214,2.3286221027374268
01/08/2019,263.54205,2.2812981605529785
01/09/2019,263.89374,2.2104389667510986
01/10/2019,264.39062,2.2131104469299316
01/11/2019,264.87555,2.2147600650787354
01/12/2019,265.29102,2.2172062397003174
01/01/2020,265.82312,2.3211357593536377
01/02/2020,266.19135,2.276352643966675
01/03/2020,266.6036,2.1309726238250732
01/04/2020,266.90945,2.0381762981414795
01/05/2020,267.36447,2.010500192642212
01/06/2020,267.78906,1.9458363056182861
01/07/2020,268.21982,1.9334973096847534
01/08/2020,268.75586,1.9783563613891602
01/09/2020,269.35736,2.0703868865966797
01/10/2020,269.90228,2.0846593379974365
01/11/2020,270.5564,2.144717216491699
01/12/2020,271.11624,2.195787191390991
01/01/2021,271.8898,2.282230854034424
01/02/2021,272.74744,2.4629292488098145
01/03/2021,273.5615,2.609828233718872
01/04/2021,274.09695,2.6928677558898926
01/05/2021,274.7199,2.7510876655578613
01/06/2021,275.15585,2.750974655151367
01/07/2021,275.7964,2.824754238128662
01/08/2021,276.78107,2.9860596656799316
01/09/2021,277.6277,3.0703935623168945
01/10/2021,278.7331,3.271853446960449
01/11/2021,280.25177,3.5834927558898926
01/12/2021,281.6851,3.898273468017578
01/01/2022,283.01785,4.0928425788879395
