Fecha,Percentil equiponderado 71.63,Percentil ponderado 69.56,"Media Truncada Equiponderada (35.29, 93.4)","Media Truncada Ponderada (34.19, 93.0)","Inflación de exclusión dinámica (1.03, 3.42)","Exclusión fija de gastos básicos IPC (9, 6)",MAI óptima ABSME 2018,"MAI (FP,5,[0.28, 0.52, 0.71, 0.84])","MAI (G,5,[0.31, 0.45, 0.72, 0.83])","MAI (F,10,[0.2, 0.23, 0.34, 0.42, 0.52, 0.61, 0.69, 0.75, 0.86])"
01/03/2020,2.2221804,1.8448353,2.5966048,2.1577954,1.9107819,2.3026943,1.3414952,1.595211,1.0262966,0.36860704
01/04/2020,2.1337867,1.7887712,2.594161,2.2422671,2.231288,2.510047,1.3284976,1.5080333,1.121819,0.4381776
01/05/2020,2.1205783,1.7598748,2.5807261,2.196622,2.2298336,2.363956,1.3108953,1.4865398,1.1033297,0.5056977
01/06/2020,2.0398974,1.7435193,2.5946617,2.207017,2.3166776,2.4999022,1.2303282,1.4050841,1.0048151,0.66256523
01/07/2020,2.0770192,1.9029617,2.5898576,2.2277832,2.22646,2.333057,1.3008271,1.4125824,1.1754632,0.704968
01/08/2020,2.109027,1.8974423,2.6510715,2.3164034,2.3164153,2.5609255,1.3984063,1.4843941,1.3118267,0.817585
01/09/2020,2.1851778,1.8395066,2.724576,2.3152351,2.2921324,3.2076597,1.4453839,1.5869379,1.2547493,1.082015
01/10/2020,2.1970391,1.825428,2.6739478,2.3321748,2.2217274,3.5926461,1.3856169,1.5129209,1.2176514,1.0159016
01/11/2020,2.275741,2.0078182,2.7255177,2.355945,2.2369504,3.797698,1.4830991,1.5558839,1.3952374,1.1695147
01/12/2020,2.2828102,1.970303,2.7954102,2.386856,2.4527788,4.245484,1.5565827,1.6546965,1.4243364,1.3045788
01/01/2021,2.3162127,2.049923,2.90339,2.5676012,2.785349,4.155016,1.7673248,1.7700434,1.7915845,1.4128327
01/02/2021,2.4869561,2.159214,3.054583,2.7335763,3.047514,4.8218727,1.9899219,1.9724369,2.04674,1.6204476
01/03/2021,2.647543,2.5387406,3.1226635,3.0301929,3.1087875,5.1459074,2.2113974,2.0800114,2.4606705,1.6510606
01/04/2021,2.725339,2.609229,3.1243205,2.9755235,2.843976,4.979062,2.2173703,2.1282673,2.3969054,1.7066956
01/05/2021,2.7856708,2.5979638,3.1279206,3.010583,2.841258,5.1023364,2.2208247,2.1260023,2.4026752,1.7907739
01/06/2021,2.8102398,2.5335312,3.055656,2.9837728,2.7630448,4.1471124,2.1808746,2.086866,2.3555994,1.822865
01/07/2021,2.8729439,2.5228143,3.0675411,3.0027032,2.8173327,4.2565823,2.1675844,2.0723462,2.335751,1.9135475
01/08/2021,3.0504942,2.723217,3.149736,3.0772567,2.9110432,4.570544,2.299479,2.192843,2.4828434,2.0758748
01/09/2021,3.149104,2.8256774,3.1774998,3.1609774,3.0436635,4.0478826,2.3920627,2.2352695,2.650082,2.2083044
01/10/2021,3.333652,3.0794263,3.3727407,3.3824444,3.4543037,3.622198,2.77883,2.5994778,3.0729294,2.5813222
01/11/2021,3.6283612,3.3409238,3.6088347,3.6703587,3.7223458,3.6923885,3.0601063,2.9235601,3.2841444,2.9055
01/12/2021,3.9720774,3.7362337,3.8396955,3.9510727,3.815055,3.3357859,3.4212897,3.2402039,3.712535,3.290081
01/01/2022,4.18849,3.7972093,3.9951682,3.9273024,3.5865188,3.539288,3.5271156,3.4843683,3.587556,3.5905719
