Fecha,Percentil equiponderado 71.63,Percentil ponderado 69.56,"Media Truncada Equiponderada (35.29, 93.4)","Media Truncada Ponderada (34.19, 93.0)","Inflación de exclusión dinámica (1.03, 3.42)","Exclusión fija de gastos básicos IPC (9, 6)",MAI óptima ABSME 2018,"MAI (FP,5,[0.28, 0.52, 0.71, 0.84])","MAI (G,5,[0.31, 0.45, 0.72, 0.83])","MAI (F,10,[0.2, 0.23, 0.34, 0.42, 0.52, 0.61, 0.69, 0.75, 0.86])"
01/12/2002,119.17749,119.770874,118.67516,119.16477,116.833015,115.812614,119.42428,119.13198,119.86722,119.50925
01/01/2003,120.577614,121.163574,120.093124,120.61666,118.14132,117.01604,120.92155,120.576004,121.43986,121.09703
01/02/2003,121.562904,122.009155,120.95671,121.54041,118.93753,117.85333,121.89055,121.52466,122.44344,122.025055
01/03/2003,122.1042,122.659966,121.481255,122.11189,119.53027,118.52439,122.471985,122.019646,123.1638,122.55916
01/04/2003,122.70337,123.45438,122.05854,122.77688,120.14645,119.0518,123.186615,122.6478,124.01861,123.19327
01/05/2003,123.205,124.060936,122.5407,123.4325,120.77085,119.4247,123.7545,123.12937,124.72473,123.71452
01/06/2003,123.760086,124.529236,123.088036,123.96284,121.27451,119.628975,124.34144,123.74465,125.26479,124.33603
01/07/2003,124.201035,124.90796,123.59831,124.3486,121.810265,120.107796,124.70452,124.13967,125.57639,124.72168
01/08/2003,124.55854,125.272026,123.957855,124.759834,122.19,120.49124,125.0529,124.46416,125.960686,125.0778
01/09/2003,124.95491,125.6198,124.3581,125.170586,122.53358,120.98936,125.458206,124.89856,126.31546,125.54582
01/10/2003,125.34014,126.053474,124.72621,125.643555,122.97111,121.45378,125.82911,125.20678,126.78897,125.85634
01/11/2003,125.670845,126.3752,125.07053,126.19356,123.592735,122.01281,126.23513,125.545204,127.302605,126.244385
01/12/2003,126.12158,126.91768,125.55734,126.89693,124.2056,122.63887,126.86644,126.08017,128.0913,126.80591
01/01/2004,127.731834,128.96188,127.11116,128.78218,126.07247,124.57069,128.60495,127.71573,129.9954,128.4906
01/02/2004,128.60223,130.12196,127.94796,129.99516,127.228546,125.571205,129.60678,128.61221,131.16864,129.40875
01/03/2004,129.20464,130.85527,128.5714,130.74338,128.12595,126.527756,130.28162,129.27191,131.86815,130.08655
01/04/2004,129.68518,131.30482,129.09435,131.29192,128.61171,127.0527,130.81873,129.79677,132.4221,130.64233
01/05/2004,130.34344,132.21683,129.76294,132.26929,129.5528,127.820305,131.63635,130.47481,133.47174,131.30617
01/06/2004,130.9985,133.33148,130.37735,133.10695,130.27794,128.3658,132.39774,131.13695,134.39955,131.94136
01/07/2004,131.46516,133.80374,130.85721,133.57649,130.77774,128.93861,132.84001,131.59041,134.82808,132.33496
01/08/2004,132.13367,134.5101,131.5342,134.33823,131.5576,129.6604,133.56018,132.26752,135.61667,133.03738
01/09/2004,132.79982,135.25742,132.33311,135.23071,132.52731,130.58594,134.43272,133.07054,136.59984,133.8862
01/10/2004,133.53372,135.96971,133.19899,136.13786,133.40637,131.54529,135.263,133.89738,137.42647,134.83113
01/11/2004,134.42932,136.97589,134.07114,137.142,134.24019,132.57455,136.25504,134.83379,138.50902,135.79901
01/12/2004,135.08989,137.75417,134.78781,137.9521,134.97055,133.41122,137.11311,135.60774,139.50981,136.55542
01/01/2005,137.21284,139.95717,136.87535,140.00337,136.74104,135.18462,139.26256,137.79677,141.5826,138.87598
01/02/2005,138.33226,140.83232,137.93942,141.05112,137.62694,136.33546,140.3779,138.92447,142.67255,140.04927
01/03/2005,139.0072,141.55019,138.58101,141.8291,138.30194,136.99124,141.04701,139.54068,143.4299,140.67854
01/04/2005,139.55655,142.22108,139.10912,142.60274,138.93703,137.69786,141.6084,140.03574,144.0988,141.19943
01/05/2005,140.37694,143.26178,139.85861,143.48192,139.81827,138.61143,142.44397,140.83699,144.99245,141.98286
01/06/2005,141.02353,144.10986,140.49014,144.37682,140.63385,139.56633,143.25075,141.56009,145.94342,142.64359
01/07/2005,141.6402,144.8203,141.10065,145.23322,141.45166,140.57758,143.9703,142.16235,146.85811,143.25836
01/08/2005,142.0535,145.3214,141.54996,145.85057,142.04222,141.12492,144.47833,142.60382,147.47499,143.71913
01/09/2005,142.6759,146.12628,142.26616,146.83954,142.81688,142.21971,145.30972,143.3217,148.49168,144.48135
01/10/2005,143.6542,147.59445,143.6442,148.67424,144.88214,144.22673,146.93594,144.58629,150.71696,145.83534
01/11/2005,144.44551,148.46196,144.53583,149.69926,145.79492,144.60684,148.04381,145.61188,151.97287,146.753
01/12/2005,145.18968,149.29587,145.25197,150.46843,146.48119,144.774,148.84099,146.39542,152.79793,147.50204
01/01/2006,147.0335,150.87315,147.15826,152.30568,148.19315,146.13,150.77504,148.34708,154.69844,149.49251
01/02/2006,147.88545,151.60211,147.9718,152.99364,148.69864,146.17957,151.59558,149.22708,155.4143,150.41425
01/03/2006,148.59476,152.34105,148.71675,153.8435,149.53697,146.70035,152.4155,150.00351,156.31117,151.1623
01/04/2006,149.24405,152.98373,149.46486,154.56357,150.0778,147.65721,153.17299,150.7888,157.02678,151.88022
01/05/2006,149.76105,153.62009,150.0318,155.20595,150.61078,148.42299,153.72414,151.31403,157.62422,152.36824
01/06/2006,150.25273,154.12236,150.6568,155.78186,151.35149,149.29237,154.33034,151.96014,158.16946,152.93488
01/07/2006,150.86078,154.69632,151.33255,156.33023,152.03545,149.86316,154.93654,152.5848,158.74387,153.56682
01/08/2006,151.3675,155.23541,151.813,156.95377,152.85283,150.42543,155.38138,152.99129,159.26353,153.8375
01/09/2006,151.86053,155.63046,152.2334,157.33508,153.1173,150.24754,155.75426,153.38416,159.6043,154.18738
01/10/2006,152.36719,156.10419,152.6929,157.77063,153.46269,150.35774,156.1767,153.79317,160.04785,154.54402
01/11/2006,152.83366,156.52287,153.17947,158.2401,153.94528,150.76495,156.64476,154.26369,160.5102,155.0218
01/12/2006,153.63847,157.12703,153.9982,159.03395,154.84448,151.75595,157.47949,155.10258,161.33728,155.88748
01/01/2007,155.2573,159.13788,155.68268,160.95633,156.43132,153.64899,159.26256,156.84334,163.19221,157.63412
01/02/2007,156.2401,160.28136,156.6564,162.05942,157.42409,154.65839,160.29709,157.82013,164.325,158.6134
01/03/2007,157.14877,161.5041,157.49646,163.28279,158.52512,156.07541,161.39082,158.7898,165.63623,159.51378
01/04/2007,157.8059,162.44928,158.12749,164.10065,159.15393,156.90735,162.16344,159.48802,166.54092,160.14294
01/05/2007,158.48985,162.96585,158.6673,164.55919,159.60693,157.03484,162.63005,159.9689,166.99074,160.5254
01/06/2007,159.23329,163.55028,159.43813,165.21971,160.30356,157.70027,163.3075,160.74199,167.52,161.12775
01/07/2007,159.94656,164.3766,160.15578,166.16527,161.28178,159.1043,164.2111,161.53935,168.60844,161.87375
01/08/2007,160.83632,165.32338,161.05675,167.26694,162.41457,160.26523,165.33586,162.49571,170.0185,162.81682
01/09/2007,161.63348,166.18188,161.7787,168.09387,163.17024,161.08182,166.12453,163.23383,170.89333,163.5239
01/10/2007,162.30756,166.79247,162.57777,168.85231,163.98877,161.86682,166.94395,164.12488,171.58333,164.42429
01/11/2007,163.25711,168.2373,163.80544,171.1094,165.908,164.1052,168.47926,165.31322,173.70995,165.57288
01/12/2007,164.4198,170.36818,164.91814,173.13918,167.59212,165.98332,170.08502,166.49396,176.03998,166.74487
01/01/2008,166.94418,172.1981,167.16644,175.23569,169.36942,167.89078,172.31273,168.77867,178.17908,168.93755
01/02/2008,168.39445,174.09262,168.57872,177.00381,171.02583,169.42468,174.08073,170.41316,180.1717,170.61082
01/03/2008,169.8088,175.5083,169.94467,178.51804,172.50673,171.26566,175.63266,171.90915,181.82655,172.05202
01/04/2008,170.93066,177.33904,171.18661,180.60677,174.12961,173.47424,177.38857,173.32213,184.16457,173.50264
01/05/2008,172.36494,179.1954,172.54466,182.72179,176.08376,175.64236,179.04033,174.73108,186.21852,175.02469
01/06/2008,173.68742,181.29114,174.09698,184.67703,178.12029,177.93253,180.92152,176.43535,188.39076,176.79721
01/07/2008,175.38075,183.28453,175.90077,186.67451,180.21082,179.94055,182.95506,178.23369,190.81598,178.73723
01/08/2008,176.30031,184.00195,176.85954,187.59264,181.10469,180.86821,184.00327,179.24953,191.91757,179.81232
01/09/2008,177.33041,184.7463,177.84656,188.50264,181.55019,180.78603,185.08023,180.39459,192.8927,180.76163
01/10/2008,178.43799,185.7012,178.96605,189.635,182.5017,181.75258,186.29105,181.5994,194.10051,181.99442
01/11/2008,179.32158,186.52425,179.95944,190.4075,183.04655,181.47128,187.24533,182.59929,194.98097,183.00444
01/12/2008,179.92416,186.96382,180.63611,190.8919,183.13484,180.65593,187.787,183.22826,195.4084,183.22472
01/01/2009,181.03156,188.0471,181.72665,191.79105,183.19167,180.67285,188.84119,184.4341,196.28549,183.47502
01/02/2009,181.7086,188.67574,182.28851,192.28867,183.29285,180.07912,189.35165,184.94498,196.83696,183.50717
01/03/2009,182.09505,188.91891,182.68079,192.52942,183.35606,179.82013,189.53917,185.17809,196.96606,183.55339
01/04/2009,182.4398,189.4525,183.03401,193.02124,183.60866,180.09721,189.81035,185.34157,197.4365,183.51897
01/05/2009,182.92407,189.91469,183.56859,193.66255,184.39777,180.27245,190.35965,185.81308,198.12166,183.88864
01/06/2009,183.36855,190.42569,184.00671,194.20776,184.71132,180.68842,190.74617,186.19478,198.5106,184.23315
01/07/2009,183.94139,191.0914,184.48293,194.81262,185.16089,181.15141,191.17519,186.61014,198.98117,184.39174
01/08/2009,184.4235,191.57468,184.9234,195.27728,185.55086,181.28914,191.47583,186.91447,199.28882,184.58192
01/09/2009,185.06293,192.17508,185.54105,195.87833,186.07161,181.61325,192.08696,187.55186,199.86378,185.13113
01/10/2009,185.52954,192.3966,185.94737,196.18892,186.25291,181.22571,192.30371,187.81082,200.02342,185.09404
01/11/2009,186.05287,192.82605,186.45033,196.72914,186.79019,181.51152,192.74124,188.25359,200.47249,185.3949
01/12/2009,186.48157,193.21857,186.8515,197.12808,187.03632,181.51349,193.09756,188.54231,200.95686,185.60991
01/01/2010,187.69295,194.61812,188.19908,198.72426,188.35689,183.02309,194.658,190.13802,202.48367,186.93384
01/02/2010,188.36867,195.39658,188.79376,199.41193,188.90608,183.94067,195.28905,190.71951,203.2124,187.38675
01/03/2010,189.17474,196.1393,189.7403,200.38951,189.82626,185.39139,196.24417,191.64687,204.2147,188.36554
01/04/2010,189.7647,196.86644,190.35548,201.05045,190.64464,186.07373,196.81181,192.22627,204.75768,188.92422
01/05/2010,190.37636,197.45714,190.96309,201.64339,190.91365,186.03764,197.31242,192.80733,205.13155,189.24991
01/06/2010,191.07286,197.77913,191.6096,202.037,191.37627,186.1537,197.77498,193.37628,205.4073,189.72221
01/07/2010,191.695,198.30057,192.22272,202.55249,191.85114,186.60294,198.2423,193.8816,205.7988,190.2791
01/08/2010,192.24971,198.68428,192.70766,203.06891,192.27274,187.04037,198.66072,194.25975,206.28973,190.66986
01/09/2010,192.85545,199.1393,193.34285,203.60266,192.97295,187.75423,199.20941,194.85097,206.76126,191.32259
01/10/2010,193.41382,199.60777,193.8953,204.18109,193.53514,188.1878,199.6241,195.30074,207.11153,191.69473
01/11/2010,193.96104,200.05788,194.44818,204.81386,193.90482,188.48564,200.15416,195.71448,207.85442,192.08902
01/12/2010,194.78075,200.73807,195.24501,205.52199,194.77374,189.2094,200.95143,196.5758,208.54431,192.93143
01/01/2011,195.77692,202.21518,196.48555,207.83855,196.94469,191.2404,202.62784,197.83342,210.9505,194.23918
01/02/2011,196.88829,203.66252,197.64864,209.55257,198.71582,193.0714,204.05309,199.03194,212.76442,195.49625
01/03/2011,197.90083,204.71988,198.74667,210.76994,200.27591,194.99666,205.25345,200.10771,214.18523,196.57143
01/04/2011,198.94917,205.85971,199.95639,212.51756,201.98868,196.51909,206.80806,201.417,216.1565,197.90985
01/05/2011,199.76118,207.18155,200.84235,213.89862,203.04462,197.49182,207.92508,202.32065,217.62985,198.85037
01/06/2011,200.5503,208.06406,201.73262,214.84105,203.90569,198.2442,208.67381,203.05414,218.39386,199.55467
01/07/2011,201.4537,209.20155,202.78384,216.1348,205.20154,199.67862,209.75183,204.12148,219.47552,200.70207
01/08/2011,202.40793,210.28694,203.70796,217.33116,206.06789,200.67615,210.88611,205.08047,220.91309,201.71341
01/09/2011,203.15588,210.95036,204.46956,217.96948,206.67313,200.59172,211.54486,205.79198,221.47314,202.51236
01/10/2011,203.96806,211.44484,205.39494,218.52144,207.16914,200.64357,212.253,206.62427,221.94946,203.3879
01/11/2011,204.63736,212.05466,206.21532,219.14903,207.95015,200.83353,212.80717,207.28745,222.3213,204.10645
01/12/2011,205.2646,212.58154,207.03004,219.67174,208.70613,201.0263,213.47096,208.01927,222.86313,204.89624
01/01/2012,206.03285,213.4332,207.86728,220.50891,209.43411,201.74211,214.3016,208.85461,223.69336,205.78207
01/02/2012,206.80977,214.32745,208.78465,221.49171,210.40164,202.78874,215.34102,209.90123,224.72041,206.82114
01/03/2012,207.78467,215.16153,209.8325,222.4075,211.33176,203.7118,216.34663,210.99155,225.5784,207.93779
01/04/2012,208.41913,216.0223,210.52966,223.47163,212.27167,204.62164,217.13872,211.59062,226.69096,208.62419
01/05/2012,209.25128,217.00005,211.29497,224.33034,213.12343,204.88774,217.98221,212.3375,227.68611,209.391
01/06/2012,210.18958,217.68271,212.21349,224.96405,213.71161,204.95218,218.79459,213.24164,228.3204,210.31458
01/07/2012,210.97447,218.37538,213.01761,225.799,214.51126,205.78859,219.63284,214.06064,229.18591,211.12549
01/08/2012,212.04268,219.61588,214.04572,227.05557,215.66293,207.071,220.89742,215.18333,230.69858,212.2445
01/09/2012,212.89226,220.43748,214.91191,227.86191,216.62401,208.41812,221.691,215.98138,231.48125,213.10405
01/10/2012,213.69312,221.03105,215.70113,228.50948,217.352,208.77328,222.40459,216.70564,232.16005,213.9072
01/11/2012,214.42781,221.67294,216.46938,229.19025,217.88957,208.57387,223.17152,217.47098,232.93895,214.73563
01/12/2012,215.23727,222.27098,217.40613,229.8599,218.65956,209.0808,224.00139,218.34142,233.69626,215.64899
01/01/2013,216.18788,223.37288,218.47826,230.9163,219.6029,209.94724,225.03549,219.2946,234.88469,216.60365
01/02/2013,217.22134,224.49522,219.78635,232.21223,220.78055,211.19899,226.26993,220.55626,236.06451,217.93471
01/03/2013,217.91406,225.09367,220.64717,232.9749,221.55602,211.88022,226.99281,221.30803,236.73387,218.76378
01/04/2013,218.65594,225.85182,221.40576,233.70457,222.26535,212.29405,227.73116,222.0287,237.48746,219.54713
01/05/2013,219.29057,226.476,222.10696,234.33702,222.89403,212.961,228.27248,222.62688,237.90694,220.21117
01/06/2013,220.01187,227.32747,222.93001,235.40556,224.01912,214.06555,229.25557,223.51204,239.04262,221.13113
01/07/2013,220.56715,227.77702,223.53139,236.00136,224.6293,214.81526,229.75789,224.05405,239.46518,221.71289
01/08/2013,220.99615,228.21342,224.01561,236.45915,225.12051,214.916,230.0801,224.349,239.82603,222.12094
01/09/2013,221.46486,228.66321,224.55215,237.0137,225.49355,215.08374,230.46347,224.76643,240.14458,222.63855
01/10/2013,222.10211,229.11148,225.26251,237.48038,225.92729,214.96507,230.9531,225.39352,240.38327,223.28107
01/11/2013,222.7696,229.75258,226.03114,238.20424,226.47047,215.20982,231.59871,226.01468,241.08348,223.94911
01/12/2013,223.25114,230.17412,226.62231,238.79213,227.26534,215.9029,231.98457,226.4116,241.44313,224.46783
01/01/2014,223.77629,230.79024,227.2687,239.57845,228.1092,216.61613,232.63531,226.97435,242.25908,225.06073
01/02/2014,224.4008,231.32263,227.96448,240.05011,228.62389,217.06519,233.13039,227.51477,242.66624,225.71161
01/03/2014,225.30296,231.88713,228.78355,240.75241,229.3072,217.84041,233.83304,228.2663,243.2812,226.53671
01/04/2014,225.87544,232.3836,229.43277,241.33366,229.87518,218.60443,234.27528,228.77118,243.60141,227.0721
01/05/2014,226.50996,232.79407,230.04453,241.79173,230.16122,218.8906,234.71461,229.29799,243.86954,227.62184
01/06/2014,227.0138,233.26678,230.85751,242.27617,230.84326,219.52008,235.20416,229.85208,244.21432,228.36156
01/07/2014,227.54375,233.85603,231.49808,243.01727,231.50484,220.29515,235.81944,230.35594,245.01018,228.95166
01/08/2014,228.04807,234.20094,232.09227,243.62158,232.15096,221.09782,236.25978,230.8293,245.38397,229.53317
01/09/2014,228.54385,234.52586,232.65762,243.98997,232.71854,221.3978,236.5143,231.2128,245.41296,229.9676
01/10/2014,229.13249,234.90215,233.19965,244.43173,233.24098,221.51334,236.85944,231.62726,245.62627,230.4179
01/11/2014,229.63301,235.21286,233.77126,244.73883,233.62637,221.3133,237.08665,232.06068,245.51122,230.8469
01/12/2014,230.08727,235.684,234.235,245.34885,234.19914,221.44662,237.41597,232.38156,245.86462,231.11127
01/01/2015,230.52193,236.26132,234.7769,245.91614,234.88553,221.29373,237.75273,232.71097,246.22334,231.49828
01/02/2015,231.27797,236.99557,235.52098,246.58946,235.44453,222.36124,238.35767,233.33023,246.80475,232.12064
01/03/2015,231.90327,237.44507,236.15685,247.0929,235.88031,222.77754,238.82513,233.8605,247.16374,232.70322
01/04/2015,232.49538,238.23567,236.70871,247.85138,236.49142,223.46173,239.31212,234.2848,247.74371,233.2058
01/05/2015,233.10185,238.97841,237.37953,248.60204,237.26602,223.66162,239.85753,234.80333,248.30798,233.85812
01/06/2015,233.78966,239.58624,238.13585,249.18019,237.94159,224.49654,240.45999,235.4833,248.75745,234.5648
01/07/2015,234.39407,240.14546,238.75627,249.72733,238.60718,225.46597,240.91385,235.97028,249.14363,235.09251
01/08/2015,234.98111,240.65541,239.44075,250.19516,239.18935,225.77762,241.34721,236.4089,249.55362,235.70657
01/09/2015,235.42352,240.87883,240.09648,250.42166,239.33194,225.67139,241.55707,236.82408,249.39285,236.33853
01/10/2015,236.05933,241.40933,240.8267,250.86089,239.62126,226.08554,242.07329,237.44719,249.7095,237.03473
01/11/2015,236.55457,241.74944,241.44153,251.24167,240.07396,226.1543,242.3186,237.84937,249.69409,237.51625
01/12/2015,237.03116,242.05693,242.00385,251.59814,240.50565,226.41899,242.59822,238.26376,249.73257,238.07693
01/01/2016,237.61224,242.5066,242.646,252.15945,241.1884,226.78076,242.96623,238.65633,250.06696,238.53299
01/02/2016,238.08356,243.034,243.3551,252.78625,241.71552,227.14467,243.4152,239.10721,250.50365,239.11404
01/03/2016,238.63863,243.69264,243.98486,253.50104,242.24156,228.43796,243.95453,239.5828,251.15784,239.60298
01/04/2016,239.17209,244.05107,244.51535,253.922,243.2413,229.216,244.2119,239.90796,251.28287,239.99846
01/05/2016,239.68771,244.43678,245.2206,254.59299,244.13872,230.0235,244.76521,240.4174,251.88048,240.68272
01/06/2016,240.20909,245.0256,245.86989,255.2968,244.8569,230.92003,245.34592,240.8077,252.75467,241.30576
01/07/2016,240.71823,245.35097,246.62796,255.85687,245.62172,231.57277,245.828,241.38084,253.05844,242.04688
01/08/2016,241.23792,245.69893,247.17278,256.29538,245.95056,231.79767,246.143,241.71204,253.34044,242.45358
01/09/2016,241.61214,245.94145,247.63084,256.67633,246.29346,231.89922,246.34923,241.98572,253.43047,242.78044
01/10/2016,242.31448,246.24841,248.53581,257.2017,246.9142,232.51945,246.86856,242.74385,253.52434,243.61295
01/11/2016,242.83594,246.48067,249.14502,257.59,247.40045,232.76627,247.12262,243.18225,253.46733,244.19635
01/12/2016,243.36314,246.83241,249.77422,258.05634,248.00293,233.52603,247.48975,243.63385,253.68219,244.78366
01/01/2017,244.10406,247.48064,250.66342,258.85168,248.92714,234.91107,248.22104,244.35146,254.44133,245.6149
01/02/2017,244.68762,248.07304,251.31155,259.40808,249.55305,235.42583,248.63287,244.82437,254.73807,246.23973
01/03/2017,245.24641,248.36111,251.90042,259.7943,249.89702,235.88135,248.86394,245.18184,254.75285,246.66965
01/04/2017,245.66,248.7051,252.39091,260.13272,250.5026,236.31,249.07013,245.37851,254.95389,247.01273
01/05/2017,246.16016,249.0017,252.94408,260.5082,250.9477,236.7857,249.28923,245.67184,255.02966,247.30786
01/06/2017,246.56535,249.28941,253.48282,260.91754,251.27165,237.6969,249.48409,245.9799,255.01227,247.64336
01/07/2017,246.9665,249.51268,254.25594,261.27255,251.60387,238.36497,249.70967,246.4384,254.83058,248.1364
01/08/2017,247.35213,249.80899,254.71732,261.58344,252.05188,238.06201,249.82939,246.67953,254.73802,248.45317
01/09/2017,247.77995,250.16054,255.20703,261.97427,252.60336,238.26816,249.93753,246.89314,254.67725,248.5991
01/10/2017,248.39894,250.47408,256.00403,262.46448,253.00676,238.91539,250.4304,247.45218,255.05098,249.17465
01/11/2017,249.0126,250.81163,256.80368,263.13193,253.68863,239.87848,250.75578,247.86044,255.25685,249.55994
01/12/2017,249.3957,251.18683,257.43378,263.84122,254.61035,240.85965,251.0872,248.07674,255.78592,249.817
01/01/2018,250.00131,251.77145,258.0752,264.43967,255.22107,241.03651,251.5651,248.53648,256.3146,250.21425
01/02/2018,250.61316,252.37686,258.73996,265.06885,255.65909,241.97952,252.0411,248.99149,256.8305,250.6532
01/03/2018,251.18715,252.7076,259.34048,265.61377,256.25186,243.04112,252.27171,249.29042,256.94705,251.00578
01/04/2018,251.73553,252.98424,259.95383,266.0276,257.06784,243.6471,252.51741,249.66344,256.9697,251.3516
01/05/2018,252.2611,253.47177,260.6051,266.5687,257.88297,244.18994,252.84435,249.93306,257.36743,251.74315
01/06/2018,252.98328,253.92535,261.48398,267.21664,258.48276,245.13586,253.47054,250.60329,257.89966,252.43863
01/07/2018,253.7172,254.34148,262.30936,267.7089,258.9363,245.90483,253.98183,251.24812,258.17896,253.0599
01/08/2018,254.24261,254.95325,262.8538,268.37762,259.2887,246.79886,254.28865,251.51859,258.55646,253.22139
01/09/2018,254.78404,255.34073,263.3973,268.79858,259.7384,247.00513,254.56621,251.84085,258.7736,253.41135
01/10/2018,255.28996,255.5892,264.01218,269.19122,260.10617,247.46872,254.82506,252.24008,258.79285,253.77945
01/11/2018,255.683,255.85873,264.5954,269.66116,260.3599,247.0013,255.02188,252.53311,258.86096,253.9038
01/12/2018,256.09155,255.99812,265.06055,270.0549,260.83832,246.8869,255.18982,252.8058,258.88525,253.8602
01/01/2019,256.4067,256.12833,265.4756,270.3239,260.666,246.65892,255.22417,252.91438,258.86023,253.36562
01/02/2019,256.87973,256.48712,266.07922,270.8948,261.30557,247.20102,255.49881,253.24374,259.0698,253.40744
01/03/2019,257.65515,256.61554,266.9037,271.2765,261.6213,247.57153,255.83391,253.78133,259.07962,253.83318
01/04/2019,258.20206,257.1847,267.49863,271.864,262.10687,248.33824,256.21854,254.1765,259.45895,253.96864
01/05/2019,258.6965,257.8733,268.1294,272.54474,262.77664,248.92941,256.69638,254.61658,260.0113,254.0769
01/06/2019,259.31708,258.2771,268.74292,272.99203,263.2047,251.55118,257.1321,255.06273,260.4605,253.94641
01/07/2019,259.685,258.4689,269.3365,273.58563,263.87695,252.22586,257.36118,255.41647,260.4905,254.08298
01/08/2019,260.14096,258.7626,269.80917,273.89786,264.09277,251.2817,257.5108,255.68852,260.4571,254.08836
01/09/2019,260.50772,259.05984,270.2982,274.19693,264.20566,250.79022,257.63962,255.90118,260.49197,253.79192
01/10/2019,260.9977,259.30902,271.061,274.48013,264.25006,251.52948,257.92242,256.39542,260.41956,254.23726
01/11/2019,261.4993,259.64633,271.67886,275.2158,264.78467,251.83167,258.29565,256.7822,260.81143,254.36716
01/12/2019,261.96115,259.86786,272.21994,275.53146,264.97537,252.26688,258.39597,257.0199,260.71753,254.26186
01/01/2020,262.5874,260.57214,272.77032,276.22165,265.65036,252.81982,258.79666,257.40848,261.1764,254.38531
01/02/2020,262.9729,260.99976,273.24005,276.64212,265.9189,252.56226,258.9802,257.56232,261.41287,254.54134
01/03/2020,263.3807,261.34967,273.8341,277.1301,266.62033,253.27235,259.2659,257.82968,261.73856,254.76883
01/04/2020,263.71155,261.78513,274.43796,277.95993,267.95523,254.57166,259.62238,258.00955,262.36963,255.08147
01/05/2020,264.18237,262.41153,275.04907,278.53152,268.6361,254.81398,260.0614,258.40155,262.88007,255.36177
01/06/2020,264.60687,262.7802,275.71588,279.01703,269.3023,257.83972,260.29565,258.64658,263.07767,255.62898
