"MAI (FP,5,[0.28, 0.52, 0.71, 0.84])","MAI (G,5,[0.31, 0.45, 0.72, 0.83])","MAI (F,10,[0.2, 0.23, 0.34, 0.42, 0.52, 0.61, 0.69, 0.75, 0.86])"
0.5896299,0.37953162,0.030924587
