Percentil equiponderado 71.63,Percentil ponderado 69.56,"Media Truncada Equiponderada (35.29, 93.4)","Media Truncada Ponderada (34.19, 93.0)","Inflación de exclusión dinámica (1.03, 3.42)","Exclusión fija de gastos básicos IPC (9, 6)",MAI óptima ABSME 2018
0.164859,0.0822618,0.407029,0.133195,0.152838,0.0,0.0598154
