Percentil equiponderado 72.4,Percentil ponderado 70.0,"Media Truncada Equiponderada (58.76, 83.15)","Media Truncada Ponderada (21.0, 95.89)","Inflación de exclusión dinámica (0.32, 1.68)","Exclusión fija de gastos básicos IPC (14, 14)",MAI óptima MSE 2018
6.6092975e-6,2.0135817e-6,0.7225312,3.1271036e-5,0.022710389,0.0,0.2547185
