Fecha,Índice,Combinación lineal óptima ABSME
01/09/2012,217.40143,4.866039752960205
01/10/2012,218.1445,4.847465991973877
01/11/2012,218.84637,4.817937850952148
01/12/2012,219.66943,4.857595920562744
01/01/2013,220.69368,4.94374418258667
01/02/2013,221.9149,5.067204475402832
01/03/2013,222.69232,4.947855472564697
01/04/2013,223.43819,4.90803861618042
01/05/2013,224.09772,4.810137748718262
01/06/2013,224.99907,4.831669807434082
01/07/2013,225.57811,4.71116828918457
01/08/2013,226.03592,4.38455867767334
01/09/2013,226.51935,4.1940460205078125
01/10/2013,227.10918,4.109516620635986
01/11/2013,227.79875,4.090712070465088
01/12/2013,228.37724,3.964057683944702
01/01/2014,229.04291,3.7831766605377197
01/02/2014,229.64528,3.483492136001587
01/03/2014,230.41484,3.46779727935791
01/04/2014,231.00801,3.38787841796875
01/05/2014,231.53258,3.317687511444092
01/06/2014,232.19125,3.1965365409851074
01/07/2014,232.82648,3.213240385055542
01/08/2014,233.38393,3.2508089542388916
01/09/2014,233.87192,3.24588680267334
01/10/2014,234.38016,3.201535940170288
01/11/2014,234.83157,3.0872936248779297
01/12/2014,235.3224,3.041093587875366
01/01/2015,235.85603,2.9746086597442627
01/02/2015,236.55557,3.009117841720581
01/03/2015,237.11647,2.9085047245025635
01/04/2015,237.72884,2.9093446731567383
01/05/2015,238.41869,2.9741370677948
01/06/2015,239.11375,2.981374979019165
01/07/2015,239.71721,2.9595999717712402
01/08/2015,240.31126,2.9682154655456543
01/09/2015,240.7325,2.933483362197876
01/10/2015,241.31215,2.9575839042663574
01/11/2015,241.80309,2.9687328338623047
01/12/2015,242.26758,2.951348304748535
01/01/2016,242.85675,2.9682135581970215
01/02/2016,243.45667,2.917325496673584
01/03/2016,244.06525,2.9305331707000732
01/04/2016,244.62666,2.901550054550171
01/05/2016,245.29526,2.8842408657073975
01/06/2016,245.93817,2.8540446758270264
01/07/2016,246.58109,2.863325357437134
01/08/2016,247.04333,2.8013899326324463
01/09/2016,247.42354,2.7794435024261475
01/10/2016,248.12924,2.8250060081481934
01/11/2016,248.61952,2.818997383117676
01/12/2016,249.16867,2.848538637161255
01/01/2017,249.99016,2.9372897148132324
01/02/2017,250.59319,2.9313268661499023
01/03/2017,251.0666,2.8686373233795166
01/04/2017,251.51561,2.816108226776123
01/05/2017,251.98462,2.7270689010620117
01/06/2017,252.41675,2.6342244148254395
01/07/2017,252.9305,2.574978828430176
01/08/2017,253.32164,2.541379451751709
01/09/2017,253.75975,2.5608718395233154
01/10/2017,254.36761,2.514160633087158
01/11/2017,255.02904,2.578040361404419
01/12/2017,255.63385,2.594701051712036
01/01/2018,256.2374,2.4989922046661377
01/02/2018,256.83716,2.491680860519409
01/03/2018,257.37952,2.5144331455230713
01/04/2018,257.93958,2.5541043281555176
01/05/2018,258.55286,2.606609344482422
01/06/2018,259.28915,2.7226407527923584
01/07/2018,259.94916,2.7749457359313965
01/08/2018,260.46625,2.820366621017456
01/09/2018,260.9464,2.8320693969726562
01/10/2018,261.42322,2.773782968521118
01/11/2018,261.8544,2.676309585571289
01/12/2018,262.25815,2.5913279056549072
01/01/2019,262.4931,2.4413647651672363
01/02/2019,263.03494,2.413123369216919
01/03/2019,263.6272,2.4274258613586426
01/04/2019,264.18405,2.4208993911743164
01/05/2019,264.8056,2.418365716934204
01/06/2019,265.34912,2.337148666381836
01/07/2019,265.8637,2.2752718925476074
01/08/2019,266.23648,2.2153539657592773
01/09/2019,266.58063,2.1591451168060303
01/10/2019,267.05145,2.1529250144958496
01/11/2019,267.60825,2.1973483562469482
01/12/2019,267.9997,2.189279079437256
01/01/2020,268.5964,2.3251254558563232
01/02/2020,268.99298,2.2651116847991943
01/03/2020,269.51843,2.2346889972686768
01/04/2020,270.1915,2.2739691734313965
01/05/2020,270.7812,2.256591558456421
01/06/2020,271.33926,2.257455825805664
01/07/2020,271.8933,2.267930269241333
01/08/2020,272.4373,2.3290579319000244
01/09/2020,272.88715,2.3657078742980957
01/10/2020,273.28397,2.3338186740875244
01/11/2020,274.0151,2.394111156463623
01/12/2020,274.5982,2.4621381759643555
01/01/2021,275.5951,2.60565447807312
01/02/2021,276.47052,2.779824733734131
01/03/2021,277.40817,2.9273500442504883
01/04/2021,278.02502,2.8992509841918945
01/05/2021,278.6723,2.914196729660034
01/06/2021,279.1148,2.8656182289123535
01/07/2021,279.75085,2.8899354934692383
01/08/2021,280.6139,3.0012893676757812
01/09/2021,281.2763,3.0742342472076416
01/10/2021,282.35806,3.3203952312469482
01/11/2021,283.83234,3.5827298164367676
01/12/2021,285.14014,3.839043617248535
01/01/2022,286.37433,3.9112541675567627
