Fecha,Percentil equiponderado 72.4,Percentil ponderado 70.0,"Media Truncada Equiponderada (58.76, 83.15)","Media Truncada Ponderada (21.0, 95.89)","Inflación de exclusión dinámica (0.32, 1.68)","Exclusión fija de gastos básicos IPC (14, 14)",MAI óptima MSE 2018,"MAI (FP,4,[0.32, 0.7, 0.79])","MAI (F,4,[0.31, 0.7, 0.82])","MAI (G,5,[0.05, 0.58, 0.75, 0.78])"
01/09/2020,2.3668408,1.9144893,2.247417,2.4797797,2.2689939,2.368176,1.550461,1.5073061,1.6972661,1.1722922
01/10/2020,2.386129,1.8914104,2.2683144,2.4958014,2.1815777,3.2518983,1.5550079,1.5250325,1.6683102,1.1049271
01/11/2020,2.4549365,2.0739198,2.326572,2.5054693,2.2383213,3.3869863,1.6204731,1.5735984,1.7741561,1.2885928
01/12/2020,2.4547338,2.046764,2.3694158,2.508521,2.2411585,3.4696221,1.6991857,1.64783,1.8788815,1.1995196
01/01/2021,2.4845958,2.121377,2.4463177,2.7506948,2.2504568,3.4566164,1.8195558,1.7555475,2.03681,1.3092041
01/02/2021,2.6851892,2.2262454,2.6120543,2.9828787,2.381134,3.5882592,2.0471485,1.9829869,2.2725701,1.4182925
01/03/2021,2.8312802,2.6240468,2.7492046,3.2928586,2.6067853,3.761065,2.214657,2.1377325,2.456522,1.8417835
01/04/2021,2.8887272,2.6943922,2.8249383,3.1602502,2.585733,3.2762885,2.327729,2.2583246,2.5508523,1.8988848
01/05/2021,2.9533148,2.7172446,2.8814793,3.2131076,2.5944948,3.35325,2.3951209,2.325189,2.5788426,2.4778605
01/06/2021,2.9696703,2.6734471,2.8835535,3.0553937,2.5557756,3.2552361,2.3922648,2.3229718,2.572465,2.4958014
01/07/2021,3.0364156,2.6625395,2.9576898,3.0436516,2.541256,3.43678,2.4729178,2.4103642,2.6314616,2.5896192
01/08/2021,3.1993508,2.8867006,3.108573,3.0898213,2.5800586,3.6175728,2.6747212,2.6084185,2.8329968,2.9169679
01/09/2021,3.2921672,2.982974,3.1865716,3.174603,2.6613355,3.165996,2.7772977,2.7208567,2.9034853,3.0452967
01/10/2021,3.4732938,3.237331,3.367889,3.4307957,2.9384613,2.5076032,3.0291417,2.966082,3.1591892,3.4736156
01/11/2021,3.7689447,3.5025358,3.6733985,3.7000895,3.2721877,2.549076,3.3562045,3.3087015,3.4381986,3.793621
01/12/2021,4.116297,3.9266825,3.981769,3.9724946,3.6034703,2.7495265,3.6877007,3.6511421,3.731072,4.1716456
01/01/2022,4.3447733,3.986752,4.1817546,3.941214,3.6420941,2.888739,3.880837,3.8527846,3.9070368,4.24453
