Fecha,Índice,Combinación lineal óptima MSE
01/09/2012,213.85054,4.721283435821533
01/10/2012,214.58432,4.719496726989746
01/11/2012,215.24504,4.776968002319336
01/12/2012,216.12659,4.890232086181641
01/01/2013,217.05151,4.928205490112305
01/02/2013,218.03096,4.976520538330078
01/03/2013,218.77666,4.854219436645508
01/04/2013,219.51076,4.876280784606934
01/05/2013,220.19571,4.812912464141846
01/06/2013,221.07939,4.79107141494751
01/07/2013,221.70235,4.70076847076416
01/08/2013,221.99036,4.2624125480651855
01/09/2013,222.39915,3.9974687099456787
01/10/2013,222.9902,3.9172863960266113
01/11/2013,223.63832,3.8994016647338867
01/12/2013,224.11484,3.696091651916504
01/01/2014,224.73784,3.541243553161621
01/02/2014,225.38068,3.370957374572754
01/03/2014,226.21223,3.398705244064331
01/04/2014,226.84363,3.3405532836914062
01/05/2014,227.40074,3.2721054553985596
01/06/2014,227.94667,3.10624361038208
01/07/2014,228.57973,3.1020727157592773
01/08/2014,229.31067,3.2975831031799316
01/09/2014,229.80623,3.3305320739746094
01/10/2014,230.27107,3.2651047706604004
01/11/2014,230.71596,3.1647634506225586
01/12/2014,231.20114,3.1619038581848145
01/01/2015,231.74731,3.118957996368408
01/02/2015,232.48218,3.1508982181549072
01/03/2015,233.02507,3.011702299118042
01/04/2015,233.55893,2.960319995880127
01/05/2015,233.9863,2.8960094451904297
01/06/2015,234.71408,2.968860149383545
01/07/2015,235.43799,3.0003814697265625
01/08/2015,236.05426,2.9408111572265625
01/09/2015,236.50363,2.9143686294555664
01/10/2015,237.11546,2.9723122119903564
01/11/2015,237.58861,2.978832960128784
01/12/2015,238.09236,2.980609893798828
01/01/2016,238.66426,2.9846925735473633
01/02/2016,239.19934,2.8893210887908936
01/03/2016,239.93797,2.9665887355804443
01/04/2016,240.45667,2.9533090591430664
01/05/2016,241.06,3.023118019104004
01/06/2016,241.56752,2.9199094772338867
01/07/2016,242.1898,2.867774486541748
01/08/2016,242.7228,2.8249945640563965
01/09/2016,243.06456,2.7741260528564453
01/10/2016,243.66972,2.7641677856445312
01/11/2016,244.17989,2.7742414474487305
01/12/2016,244.65001,2.7542524337768555
01/01/2017,245.45346,2.84466290473938
01/02/2017,246.05629,2.866619825363159
01/03/2017,246.57231,2.7650179862976074
01/04/2017,246.95862,2.70399808883667
01/05/2017,247.41328,2.6355667114257812
01/06/2017,247.8632,2.606175422668457
01/07/2017,248.36996,2.55177640914917
01/08/2017,248.657,2.444851875305176
01/09/2017,248.99062,2.4380605220794678
01/10/2017,249.64297,2.451366424560547
01/11/2017,250.12405,2.434339761734009
01/12/2017,250.689,2.4684174060821533
01/01/2018,251.22829,2.3527204990386963
01/02/2018,251.81155,2.339003801345825
01/03/2018,252.45575,2.386091947555542
01/04/2018,252.98517,2.4403090476989746
01/05/2018,253.4005,2.419928789138794
01/06/2018,254.24345,2.574099540710449
01/07/2018,255.0575,2.692573070526123
01/08/2018,255.69356,2.8298256397247314
01/09/2018,256.10422,2.85697865486145
01/10/2018,256.5211,2.7551732063293457
01/11/2018,256.99316,2.746278762817383
01/12/2018,257.37906,2.668670654296875
01/01/2019,257.64667,2.5548031330108643
01/02/2019,258.0387,2.472935438156128
01/03/2019,258.6959,2.4717860221862793
01/04/2019,259.11597,2.4233779907226562
01/05/2019,259.61783,2.453549385070801
01/06/2019,260.5013,2.4613661766052246
01/07/2019,261.01758,2.336759328842163
01/08/2019,261.36713,2.2188875675201416
01/09/2019,261.6404,2.1616978645324707
01/10/2019,262.07367,2.1645607948303223
01/11/2019,262.5186,2.1500258445739746
01/12/2019,262.97348,2.1736178398132324
01/01/2020,263.3909,2.229503870010376
01/02/2020,263.7419,2.2102155685424805
01/03/2020,264.2801,2.158592700958252
01/04/2020,264.94165,2.2482900619506836
01/05/2020,265.30826,2.19185471534729
01/06/2020,265.79874,2.0335540771484375
01/07/2020,266.13693,1.961308240890503
01/08/2020,266.58713,1.9971976280212402
01/09/2020,267.45477,2.22227144241333
01/10/2020,268.68784,2.5237817764282227
01/11/2020,269.3232,2.592045545578003
01/12/2020,269.90945,2.6375226974487305
01/01/2021,270.48654,2.693959951400757
01/02/2021,271.24075,2.8432435989379883
01/03/2021,272.09494,2.957038640975952
01/04/2021,272.62222,2.898967981338501
01/05/2021,273.15607,2.9580025672912598
01/06/2021,273.61862,2.942040205001831
01/07/2021,274.2719,3.0566887855529785
01/08/2021,275.18274,3.224311590194702
01/09/2021,275.81775,3.1268672943115234
01/10/2021,276.7846,3.013444662094116
01/11/2021,278.12378,3.2676568031311035
01/12/2021,279.5638,3.5768823623657227
01/01/2022,280.75754,3.7972302436828613
