Fecha,Índice,Combinación lineal óptima ABSME
01/09/2012,221.97983,4.635066509246826
01/10/2012,222.64796,4.631157398223877
01/11/2012,223.3327,4.6144795417785645
01/12/2012,224.05026,4.646247386932373
01/01/2013,225.20816,4.7810869216918945
01/02/2013,226.46179,4.893305778503418
01/03/2013,227.25272,4.820834159851074
01/04/2013,227.97847,4.749008655548096
01/05/2013,228.62909,4.644529819488525
01/06/2013,229.5488,4.713057518005371
01/07/2013,230.09917,4.582890033721924
01/08/2013,230.52419,4.223526477813721
01/09/2013,231.0019,4.064373016357422
01/10/2013,231.50429,3.9777255058288574
01/11/2013,232.16982,3.9569292068481445
01/12/2013,232.73505,3.8762636184692383
01/01/2014,233.49884,3.68133544921875
01/02/2014,234.05505,3.352998733520508
01/03/2014,234.79196,3.3175556659698486
01/04/2014,235.33685,3.2276649475097656
01/05/2014,235.84949,3.158130645751953
01/06/2014,236.42592,2.9959349632263184
01/07/2014,237.17662,3.075831413269043
01/08/2014,237.662,3.0963382720947266
01/09/2014,238.0393,3.046466588973999
01/10/2014,238.49884,3.0213494300842285
01/11/2014,238.85808,2.8807692527770996
01/12/2014,239.39462,2.861435651779175
01/01/2015,239.90671,2.7442822456359863
01/02/2015,240.59055,2.7922914028167725
01/03/2015,241.1256,2.69755482673645
01/04/2015,241.84097,2.763746500015259
01/05/2015,242.61476,2.868478536605835
01/06/2015,243.28676,2.901904582977295
01/07/2015,243.889,2.8301239013671875
01/08/2015,244.4017,2.8358328342437744
01/09/2015,244.70091,2.7985384464263916
01/10/2015,245.253,2.831953287124634
01/11/2015,245.65794,2.8468239307403564
01/12/2015,246.05772,2.783316135406494
01/01/2016,246.59659,2.788530111312866
01/02/2016,247.20796,2.7504966259002686
01/03/2016,247.90051,2.809701442718506
01/04/2016,248.34172,2.6880314350128174
01/05/2016,248.94534,2.609314203262329
01/06/2016,249.58882,2.590376853942871
01/07/2016,250.1079,2.549891471862793
01/08/2016,250.53458,2.5093467235565186
01/09/2016,250.8504,2.513063430786133
01/10/2016,251.4233,2.515885353088379
01/11/2016,251.8016,2.5008978843688965
01/12/2016,252.29956,2.5367372035980225
01/01/2017,253.11096,2.641718626022339
01/02/2017,253.66525,2.612095355987549
01/03/2017,254.05966,2.4845261573791504
01/04/2017,254.44534,2.4577465057373047
01/05/2017,254.84639,2.370421886444092
01/06/2017,255.19235,2.2451093196868896
01/07/2017,255.55438,2.1776578426361084
01/08/2017,255.81306,2.1068882942199707
01/09/2017,256.18066,2.124885082244873
01/10/2017,256.68127,2.0912904739379883
01/11/2017,257.24487,2.1617319583892822
01/12/2017,257.80893,2.1836676597595215
01/01/2018,258.41245,2.0945260524749756
01/02/2018,258.98145,2.095743417739868
01/03/2018,259.41443,2.1076741218566895
01/04/2018,259.7612,2.0891945362091064
01/05/2018,260.25012,2.1203835010528564
01/06/2018,260.89,2.2326903343200684
01/07/2018,261.4644,2.312619924545288
01/08/2018,262.0301,2.430290937423706
01/09/2018,262.4398,2.4432411193847656
01/10/2018,262.8184,2.3909411430358887
01/11/2018,263.17603,2.3056416511535645
01/12/2018,263.42154,2.1770427227020264
01/01/2019,263.59128,2.0040950775146484
01/02/2019,264.04086,1.9535826444625854
01/03/2019,264.41156,1.9263206720352173
01/04/2019,265.01605,2.0229599475860596
01/05/2019,265.63522,2.069199562072754
01/06/2019,266.08884,1.992725133895874
01/07/2019,266.56964,1.9525593519210815
01/08/2019,266.80557,1.8224952220916748
01/09/2019,267.05246,1.7576134204864502
01/10/2019,267.36832,1.7312027215957642
01/11/2019,267.88107,1.787792682647705
01/12/2019,268.22333,1.8228484392166138
01/01/2020,268.8152,1.981823205947876
01/02/2020,269.1929,1.951230525970459
01/03/2020,269.5768,1.9534988403320312
01/04/2020,270.16986,1.9447239637374878
01/05/2020,270.706,1.9089163541793823
01/06/2020,271.22818,1.9314451217651367
01/07/2020,271.8172,1.9685516357421875
01/08/2020,272.28113,2.0522637367248535
01/09/2020,272.59695,2.0761799812316895
01/10/2020,272.95908,2.091038227081299
01/11/2020,273.7555,2.19293212890625
01/12/2020,274.0924,2.1881375312805176
01/01/2021,275.05823,2.3224260807037354
01/02/2021,275.86768,2.479548931121826
01/03/2021,277.01456,2.759035587310791
01/04/2021,277.60944,2.7536680698394775
01/05/2021,278.29022,2.8016409873962402
01/06/2021,278.66394,2.74151611328125
01/07/2021,279.26886,2.741421937942505
01/08/2021,280.09015,2.8679959774017334
01/09/2021,280.6412,2.9509692192077637
01/10/2021,281.60703,3.168224334716797
01/11/2021,283.16254,3.4362964630126953
01/12/2021,284.43652,3.773954391479492
01/01/2022,285.5965,3.8312885761260986
