Fecha,Percentil equiponderado 72.0,Percentil ponderado 70.0,"Media Truncada Equiponderada (42.5, 91.0)","Media Truncada Ponderada (52.5, 85.0)","Inflación de exclusión dinámica (0.35, 1.88)","Exclusión fija de gastos básicos IPC (14, 17)",MAI óptima ABSME,"MAI (F,4)","MAI (G,4)","MAI (F,5)","MAI (G,5)","MAI (F,10)","MAI (G,10)","MAI (F,20)","MAI (G,20)","MAI (F,40)","MAI (G,40)"
01/10/2015,3.0230641,2.7701735,3.2706141,2.6302457,2.7354836,2.064073,2.2012525,2.8849006,2.264297,3.017795,1.8603563,3.520763,1.170373,4.0602326,1.0854244,4.5181036,0.6305933
01/11/2015,3.014183,2.779007,3.2811046,2.6570559,2.7597904,2.187395,2.2067785,2.8562903,2.2967935,2.9917598,1.9345641,3.559029,1.3831854,4.025364,1.3673544,4.500103,0.89879036
01/12/2015,3.0179381,2.7040124,3.3166885,2.5471091,2.6927948,2.2454023,2.1827977,2.8787255,2.1818876,3.0679107,1.8578649,3.6956787,1.4024854,4.2367935,1.3396621,4.777026,0.92725754
01/01/2016,3.0757666,2.6433825,3.351736,2.5388002,2.6833773,2.4795294,2.1928294,2.9471517,2.1041393,3.1254292,1.8410683,3.742838,1.6118526,4.258144,1.9489169,4.865265,1.6451716
01/02/2016,2.9425979,2.5479078,3.3262968,2.5130033,2.6634693,2.1512032,2.1218326,2.7869225,2.1546245,3.0393243,1.8688321,3.6885262,1.4935851,4.2936683,1.5666962,4.7326922,0.98086596
01/03/2016,2.9043794,2.6311636,3.3147573,2.59341,2.6968122,2.5408387,2.147755,2.7605295,2.2482276,2.964437,2.0401478,3.6414385,1.6818285,4.3143272,1.9074917,4.8456073,1.2749076
01/04/2016,2.8717637,2.4410248,3.2979965,2.449298,2.8541803,2.5750637,2.0474494,2.728057,2.0254135,2.9125333,1.9142747,3.584516,1.4416456,4.4478297,1.8449903,4.9590707,1.6324401
01/05/2016,2.8253198,2.28405,3.3031821,2.4098516,2.8966188,2.844417,2.0460792,2.6905894,1.9672155,2.8860927,1.8796563,3.6215186,1.5739679,4.6127915,1.9656897,5.095792,1.7508268
01/06/2016,2.745819,2.270317,3.247738,2.454698,2.9063106,2.8612852,2.031912,2.565229,1.9851804,2.7745605,1.879561,3.543377,1.6982675,4.4866323,2.1481633,4.924834,1.9325972
01/07/2016,2.6980877,2.167642,3.2969594,2.4544954,2.9397845,2.7085185,2.0398076,2.522552,1.9236207,2.808392,1.8695235,3.7195563,1.8490672,4.804635,2.2036433,5.07921,1.8431067
01/08/2016,2.6626825,2.095747,3.2292008,2.4381876,2.8267264,2.666366,1.9870926,2.522552,1.8741846,2.7582526,1.831007,3.547883,1.847136,4.7242045,2.2879958,4.9877405,1.9380212
01/09/2016,2.6287198,2.1017313,3.1380534,2.4976492,2.9087305,2.759695,1.9838605,2.4710894,1.9189358,2.7043104,1.9464135,3.3780694,2.049768,4.5546055,2.4375916,4.7813296,2.386105
01/10/2016,2.6498199,2.0045161,3.2011032,2.5276184,3.0435324,2.845788,1.9809071,2.4621725,1.8392205,2.7129889,1.9646168,3.5111666,2.2404432,4.4603586,2.7133584,4.5511246,2.550888
01/11/2016,2.655363,1.9570827,3.1906247,2.526784,3.0517697,2.9236555,1.9825253,2.4668097,1.7247796,2.7004242,2.0707846,3.4638643,2.3109198,4.396534,2.7209878,4.5250416,2.5328994
01/12/2016,2.671373,1.972878,3.2108426,2.566862,3.117299,3.138888,2.0162923,2.4950862,1.7346501,2.6767015,2.035749,3.4073472,2.223599,4.422164,2.7469516,4.5654774,2.708745
01/01/2017,2.73211,2.0510912,3.3041716,2.6539683,3.2085896,3.5851002,2.1627717,2.5964856,1.8832088,2.8185368,2.2188902,3.5362244,2.2904396,4.727006,3.0610561,4.912317,3.1397223
01/02/2017,2.7738452,2.0733953,3.2694817,2.6195407,3.2424688,3.6457658,2.143532,2.6332498,1.778698,2.8250098,2.1325588,3.4903169,2.3438454,4.619956,3.1470895,4.9208164,3.2927275
01/03/2017,2.7689457,1.9157171,3.2442808,2.4825454,3.160262,3.2583833,2.0124278,2.5397778,1.5607476,2.7727127,1.8386602,3.4586787,2.1595955,4.594934,2.7984738,4.733777,2.8200269
01/04/2017,2.712655,1.906991,3.220892,2.4459124,2.985227,3.0948997,1.9893585,2.466607,1.4925718,2.746749,1.7914176,3.5065532,2.2214413,4.440427,2.9624581,4.634154,2.5283813
01/05/2017,2.7003646,1.8675208,3.1496048,2.323401,2.7889729,2.9397845,1.848304,2.443397,1.311326,2.6322007,1.6245604,3.3720255,2.0251036,4.182887,2.5683403,4.323542,2.1082878
01/06/2017,2.6461363,1.7401457,3.0963302,2.2016525,2.619791,2.93473,1.6866628,2.3540974,1.0141134,2.5306702,1.4318705,3.3019185,1.9154787,4.158175,2.3176312,4.3058395,1.8741965
01/07/2017,2.595675,1.696229,3.0929089,2.1166801,2.4355173,2.933073,1.5790123,2.2868872,0.9322524,2.3760915,1.2155056,3.253436,1.7031789,4.1332364,2.0890236,4.36548,1.8172264
01/08/2017,2.5345206,1.6728044,3.05233,2.0632625,2.4807096,2.7025104,1.4976656,2.1741152,0.8643508,2.2687078,1.0761976,3.1242967,1.6259909,3.9312243,2.0836592,4.2192698,1.9231677
01/09/2017,2.5527716,1.7154813,3.0594707,2.0640612,2.5619507,2.746427,1.4565881,2.1644115,0.90932846,2.1833181,1.0621309,3.0821323,1.6029716,3.945887,2.151394,4.1493177,2.0850897
01/10/2017,2.5109768,1.7160177,3.0048847,2.0461679,2.4674773,2.7507067,1.4428048,2.146721,0.8963585,2.1062613,1.1072397,2.8643131,1.4576674,3.879261,1.6972661,4.1472793,1.8049121
01/11/2017,2.5435567,1.7571211,3.0739784,2.1514535,2.541697,3.055513,1.4701736,2.2046566,1.0931373,2.0385861,0.99470615,2.9673815,1.4837384,4.0150046,1.9450426,4.2523503,2.0685673
01/12/2017,2.478826,1.7641187,3.0665994,2.2417068,2.664256,3.14039,1.4535706,2.103901,1.1851907,1.9565344,1.0915399,2.979362,1.7531395,4.0081263,2.141428,4.222226,2.348113
01/01/2018,2.4158716,1.7338037,2.9568672,2.158761,2.528417,2.6075602,1.3471954,1.9957423,1.0971189,1.785028,0.9813905,2.7791977,1.6958475,3.5950541,1.8168092,3.6364675,2.0917654
01/02/2018,2.421677,1.7349005,2.955854,2.1821856,2.4467826,2.7837634,1.3707778,2.020812,1.1984468,1.7096639,0.9627223,2.6619315,1.6276479,3.4380317,1.7405629,3.4378529,2.1579504
01/03/2018,2.4223566,1.7500639,2.953577,2.240026,2.5429845,3.0353308,1.3693093,2.0319223,1.1913657,1.6704202,1.0115862,2.634418,1.7012477,3.309381,1.8624663,3.4121752,2.4238229
01/04/2018,2.4731517,1.7205715,2.9965043,2.266097,2.6208282,3.1048656,1.3840398,2.1129131,1.1617303,1.6374111,0.948596,2.6109219,1.5940547,3.2734036,1.5860081,3.4004807,2.315545
01/05/2018,2.4784446,1.7951965,3.0287385,2.326405,2.763629,3.1269789,1.4260869,2.1323323,1.1910677,1.6134143,0.95306635,2.6042461,1.6550422,3.2902002,1.9527555,3.4426332,2.6575327
01/06/2018,2.6029348,1.8596649,3.156495,2.4142146,2.8698444,3.1296015,1.5978581,2.2985697,1.317358,1.7490983,1.1121869,2.7095437,1.7550826,3.2051206,1.9518137,3.4289837,2.8682947
01/07/2018,2.7334452,1.9352913,3.1674504,2.46346,2.9142857,3.163159,1.7108272,2.4122596,1.38942,1.8847823,1.2290597,2.6202679,1.8078327,3.0871034,2.1311998,3.2319546,2.9363394
01/08/2018,2.7856946,2.0592809,3.1943202,2.597332,2.8711557,3.669989,1.7849133,2.524376,1.4801025,1.8612027,1.2626171,2.6251793,1.9735456,3.1616092,2.0934582,3.3820033,3.072095
01/09/2018,2.8267384,2.0707488,3.209269,2.6049495,2.8246045,3.6668658,1.8519306,2.5652647,1.5230417,1.8945694,1.2889028,2.5828004,2.0757914,3.0373454,2.0772576,3.4472346,2.7950406
01/10/2018,2.774179,2.0421743,3.1281352,2.5629163,2.8060198,3.5800695,1.7548299,2.4694324,1.3928294,1.7760515,1.1596799,2.4530292,2.0518064,2.8606296,2.509725,3.2424927,3.148973
01/11/2018,2.67874,2.0123124,3.0341148,2.4813533,2.6297092,2.9693484,1.7012776,2.4307609,1.2474895,1.7173648,1.101768,2.1498084,1.9186378,2.4932027,2.1564722,2.8334618,2.318573
01/12/2018,2.6848316,1.9154191,2.962613,2.3550868,2.4460793,2.5023937,1.6339297,2.4700284,1.1207819,1.6079187,0.95016956,1.8621445,1.5160561,2.108562,1.7976999,2.526617,1.6102552
01/01/2019,2.5621414,1.7304897,2.8675318,2.2251725,2.1334171,2.332592,1.454504,2.3000479,0.87988377,1.2037039,0.42237043,1.5082598,1.0691881,1.7934322,1.3862252,2.4425268,1.3945818
01/02/2019,2.5004983,1.6286254,2.8365374,2.1979094,2.2086024,2.1578312,1.3718584,2.2406697,0.7941723,1.0095835,0.2600193,1.3871074,0.9529352,1.6601086,1.2817264,2.3108602,1.3306975
01/03/2019,2.5749683,1.5464306,2.9163241,2.131939,2.0953774,1.8640518,1.4120355,2.2996902,0.7842183,1.0715961,0.15323162,1.4061451,0.77074766,1.7034769,1.2287498,2.2677183,1.4343381
01/04/2019,2.5687814,1.6603589,2.9023647,2.1939158,1.9601941,1.925385,1.4656953,2.2752047,1.0299563,1.0456562,0.35779476,1.2901545,0.8894801,1.7115712,1.5495181,2.2990584,1.832509
01/05/2019,2.5510907,1.7364979,2.887237,2.241838,1.8976331,1.9408941,1.523465,2.2629976,1.1386633,0.9629965,0.2794981,1.0946512,0.85566044,1.5012383,1.4650702,2.0871162,1.7122626
01/06/2019,2.5036454,1.7137885,2.7760506,2.161312,1.8267989,2.6170492,1.4445702,2.2309422,1.1564851,0.70205927,-0.0024795532,0.80314875,0.50097704,1.4921904,1.6670585,2.0763636,1.9974709
01/07/2019,2.3521423,1.6227841,2.6789427,2.1952033,1.908052,2.5705218,1.3305404,2.1801472,1.2109518,0.4716158,0.011193752,0.5700469,0.65398216,1.2781858,1.7028689,2.0590067,1.9047856
01/08/2019,2.3199677,1.4941335,2.6461005,2.0568848,1.8527865,1.816392,1.267128,2.0937204,1.0889173,0.4277706,-0.059717894,0.46145916,0.4513383,1.0892868,1.2897491,1.7165899,1.4078856
01/09/2019,2.2464871,1.4565349,2.619946,2.008319,1.719904,1.5323997,1.2073053,2.0384073,0.9675741,0.19391775,-0.228405,0.38468838,0.19186735,0.8847594,1.1021376,1.3752222,1.2996197
01/10/2019,2.235794,1.4553905,2.6698828,1.964736,1.5931487,1.6409159,1.215487,2.0755172,1.0102034,0.19575357,-0.32771826,0.52262545,0.07419586,1.1963487,0.70647,1.6670346,0.97323656
01/11/2019,2.2748113,1.4803529,2.677095,2.059853,1.6994834,1.9556046,1.2837145,2.0755172,1.0716796,0.15895367,-0.22965074,0.56984425,0.32801628,1.3534784,0.92966557,1.870501,1.6418219
01/12/2019,2.2919893,1.5116215,2.701044,2.0279408,1.5860558,2.179122,1.2563792,2.0617247,1.0823607,0.16149282,-0.31219125,0.69162846,0.29166937,1.6210437,1.1019349,2.058506,2.1051407
01/01/2020,2.4105072,1.7349958,2.747798,2.1817327,1.9121647,2.4977446,1.3997576,2.203393,1.3209224,0.41788816,0.0975728,0.80901384,0.6287694,1.6687512,1.4852405,2.0524979,2.357483
01/02/2020,2.3719907,1.759398,2.6912332,2.1216035,1.7655015,2.1687746,1.362589,2.1658778,1.3222098,0.49784184,0.10429621,0.76760054,0.4844308,1.6002059,1.26127,1.9654632,2.087605
01/03/2020,2.2221804,1.8448353,2.5966048,2.1577954,1.9107819,2.3026943,1.3414952,2.0607352,1.3881922,0.39992332,0.17169714,0.7416725,0.5182147,1.6183257,1.1456013,2.0420313,1.8370867
01/04/2020,2.1337867,1.7887712,2.594161,2.2422671,2.231288,2.510047,1.3284976,1.9594908,1.2597919,0.34980774,0.11179447,0.87742805,0.8202672,1.7270684,1.3564706,2.0971656,1.1320829
01/05/2020,2.1205783,1.7598748,2.5807261,2.196622,2.2298336,2.363956,1.3108953,1.8969417,1.2089252,0.41145086,0.21740198,1.0600448,0.74204206,1.844728,1.0671139,2.2298694,0.7387996
01/06/2020,2.0398974,1.7435193,2.5946617,2.207017,2.3166776,2.4999022,1.2303282,1.7884731,1.2058735,0.5543828,0.48799515,1.2679219,0.87673664,2.0556927,1.1316895,2.4482608,0.9683728
01/07/2020,2.0770192,1.9029617,2.5898576,2.2277832,2.22646,2.333057,1.3008271,1.7260313,1.2635827,0.58721304,0.6035447,1.3528705,0.7997036,2.1481872,1.2022138,2.3295522,1.1886954
01/08/2020,2.109027,1.8974423,2.6510715,2.3164034,2.3164153,2.5609255,1.3984063,1.7884731,1.4156699,0.6704092,0.55758953,1.5242577,0.77741146,2.4397135,1.6153336,2.597487,1.5713573
01/09/2020,2.1851778,1.8395066,2.724576,2.3152351,2.2921324,3.2076597,1.4453839,1.8651605,1.4267802,0.91050863,0.5149245,1.7278314,0.87964535,2.7584672,1.7575026,3.031242,2.0173311
01/10/2020,2.1970391,1.825428,2.6739478,2.3321748,2.2217274,3.5926461,1.3856169,1.8773794,1.4148593,0.92738867,0.39048195,1.5861154,0.94833374,2.3032427,2.9043555,2.7927637,3.2785177
01/11/2020,2.275741,2.0078182,2.7255177,2.355945,2.2369504,3.797698,1.4830991,1.876533,1.6913533,1.0170221,0.6316304,1.670146,0.9014845,2.311802,2.9031873,2.7788997,3.0544758
01/12/2020,2.2828102,1.970303,2.7954102,2.386856,2.4527788,4.245484,1.5565827,1.9014239,1.6720176,1.1323214,0.5198598,1.7421961,0.9847045,2.551806,3.264141,2.8621197,3.1547785
01/01/2021,2.3162127,2.049923,2.90339,2.5676012,2.785349,4.155016,1.7673248,1.9143701,1.9459009,1.2322307,0.81523657,1.8785119,1.1337876,2.9032826,3.677106,3.1956673,3.4855127
01/02/2021,2.4869561,2.159214,3.054583,2.7335763,3.047514,4.8218727,1.9899219,2.0816684,2.0595312,1.4598846,1.1508107,2.1462083,1.6098738,3.2924056,4.2313337,3.6025167,4.043877
01/03/2021,2.647543,2.5387406,3.1226635,3.0301929,3.1087875,5.1459074,2.2113974,2.1939278,2.5294185,1.4902234,1.5406847,2.0466566,2.043879,3.1933784,4.7666907,3.5673738,4.7212005
01/04/2021,2.725339,2.609229,3.1243205,2.9755235,2.843976,4.979062,2.2173703,2.2633195,2.6136994,1.6667247,1.6148925,2.0242453,1.7670274,3.080368,4.3159604,3.385675,5.0272346
01/05/2021,2.7856708,2.5979638,3.1279206,3.010583,2.841258,5.1023364,2.2208247,2.3388386,2.6419759,1.8034339,1.6813993,2.00696,1.9798398,3.0504584,4.611099,3.3189654,5.544758
01/06/2021,2.8102398,2.5335312,3.055656,2.9837728,2.7630448,4.1471124,2.1808746,2.3368359,2.559948,1.8683672,1.6726851,1.896739,2.024138,2.716124,4.355955,2.912712,4.8291564
01/07/2021,2.8729439,2.5228143,3.0675411,3.0027032,2.8173327,4.2565823,2.1675844,2.4121523,2.440989,2.041316,1.7023206,1.9669056,2.1446824,2.618146,4.3408394,2.8099537,4.82527
01/08/2021,3.0504942,2.723217,3.149736,3.0772567,2.9110432,4.570544,2.299479,2.5546312,2.5524497,2.2127032,2.043414,1.9887686,2.4035692,2.6205182,4.511857,2.867806,4.8707247
01/09/2021,3.149104,2.8256774,3.1774998,3.1609774,3.0436635,4.0478826,2.3920627,2.6566863,2.632773,2.4461508,2.36516,2.0290852,2.6156545,2.6131988,4.6192884,2.7935147,4.749191
01/10/2021,3.333652,3.0794263,3.3727407,3.3824444,3.4543037,3.622198,2.77883,2.8632164,2.914095,2.720487,2.917087,2.359724,3.1253815,2.870226,4.0676117,2.7772307,3.950858
01/11/2021,3.6283612,3.3409238,3.6088347,3.6703587,3.7223458,3.6923885,3.0601063,3.2613993,3.1697392,3.1633735,3.2174587,2.6149511,3.5125256,3.0171275,4.4204354,2.9561162,4.483402
01/12/2021,3.9720774,3.7362337,3.8396955,3.9510727,3.815055,3.3357859,3.4212897,3.7003756,3.6963105,3.5702229,3.7724853,2.9532433,4.0136695,2.9511929,4.2028785,3.0316353,4.3545127
01/01/2022,4.18849,3.7972093,3.9951682,3.9273024,3.5865188,3.539288,3.5271156,4.023385,3.663993,3.878808,3.8845778,3.2229424,4.0655017,3.09999,4.070282,3.219831,3.9559484
