Fecha,Percentil equiponderado 72.0,Percentil ponderado 70.0,"Media Truncada Equiponderada (57.5, 84.0)","Media Truncada Ponderada (15.0, 97.0)","Inflación de exclusión dinámica (0.32, 1.73)","Exclusión fija de gastos básicos IPC (14, 17)",MAI óptima MSE,"MAI (F,4)","MAI (G,4)","MAI (F,5)","MAI (G,5)","MAI (F,10)","MAI (G,10)","MAI (F,20)","MAI (G,20)","MAI (F,40)","MAI (G,40)"
01/06/2015,3.1116128,2.7563214,3.054607,2.9298663,3.082943,2.7463078,2.519916,2.8699875,2.5044918,2.9515266,2.2849798,3.3672094,1.9363761,3.7790895,1.6717911,3.927791,1.3810277
01/07/2015,3.145969,2.7376175,3.0681849,2.8767943,2.9790998,2.815342,2.5062406,2.8768659,2.2463322,2.917695,2.0721674,3.27816,1.6711235,3.6439538,1.6160965,3.886664,1.2453198
01/08/2015,3.175807,2.8024435,3.0880451,2.7641773,3.0733228,2.5913835,2.5450783,2.865088,2.2816896,2.9062152,2.0522475,3.3582568,1.5337229,3.5567164,1.3079047,3.7404418,0.92140436
01/09/2015,3.163302,2.7548075,3.08429,2.688408,3.039205,2.4758458,2.532079,2.8398037,2.1839023,2.9168725,1.8916249,3.392613,1.3078809,3.6245346,1.1580706,3.88484,0.6013155
01/10/2015,3.1761527,2.817893,3.1274915,2.6559114,2.9943824,2.475655,2.5995178,2.8849006,2.264297,3.017795,1.8603563,3.520763,1.170373,4.0602326,1.0854244,4.5181036,0.6305933
01/11/2015,3.1608105,2.8313518,3.1242251,2.6916742,2.9411793,2.4878144,2.6017416,2.8562903,2.2967935,2.9917598,1.9345641,3.559029,1.3831854,4.025364,1.3673544,4.500103,0.89879036
01/12/2015,3.1799793,2.75414,3.137982,2.622497,2.8025866,2.3842454,2.605811,2.8787255,2.1818876,3.0679107,1.8578649,3.6956787,1.4024854,4.2367935,1.3396621,4.777026,0.92725754
01/01/2016,3.2312274,2.6945353,3.1822085,2.5531888,2.8177857,2.3062825,2.676892,2.9471517,2.1041393,3.1254292,1.8410683,3.742838,1.6118526,4.258144,1.9489169,4.865265,1.6451716
01/02/2016,3.1097412,2.5878668,3.0964494,2.4972916,2.8540373,2.1876693,2.5538576,2.7869225,2.1546245,3.0393243,1.8688321,3.6885262,1.4935851,4.2936683,1.5666962,4.7326922,0.98086596
01/03/2016,3.0829191,2.6881218,3.0666947,2.5955796,2.8135777,2.5246859,2.5011926,2.7605295,2.2482276,2.964437,2.0401478,3.6414385,1.6818285,4.3143272,1.9074917,4.8456073,1.2749076
01/04/2016,3.051567,2.4966478,3.0486584,2.493918,2.6368499,2.4270773,2.4900138,2.728057,2.0254135,2.9125333,1.9142747,3.584516,1.4416456,4.4478297,1.8449903,4.9590707,1.6324401
01/05/2016,3.0125856,2.3366213,3.0106783,2.4707794,2.6680827,2.7861,2.4421027,2.6905894,1.9672155,2.8860927,1.8796563,3.6215186,1.5739679,4.6127915,1.9656897,5.095792,1.7508268
01/06/2016,2.9337883,2.3247957,2.9265165,2.5052428,2.6887536,2.781713,2.3377223,2.565229,1.9851804,2.7745605,1.879561,3.543377,1.6982675,4.4866323,2.1481633,4.924834,1.9325972
01/07/2016,2.8813124,2.2216916,2.892077,2.5186062,2.8318048,2.758646,2.297272,2.522552,1.9236207,2.808392,1.8695235,3.7195563,1.8490672,4.804635,2.2036433,5.07921,1.8431067
01/08/2016,2.84487,2.1520615,2.8609514,2.4809003,2.727759,2.6281238,2.2533245,2.522552,1.8741846,2.7582526,1.831007,3.547883,1.847136,4.7242045,2.2879958,4.9877405,1.9380212
01/09/2016,2.798891,2.1577835,2.8202534,2.5149822,2.7204514,2.614081,2.2097638,2.4710894,1.9189358,2.7043104,1.9464135,3.3780694,2.049768,4.5546055,2.4375916,4.7813296,2.386105
01/10/2016,2.8199434,2.0557642,2.8280616,2.5802374,2.8329015,2.6030183,2.2353854,2.4621725,1.8392205,2.7129889,1.9646168,3.5111666,2.2404432,4.4603586,2.7133584,4.5511246,2.550888
01/11/2016,2.8220415,2.0038247,2.8252125,2.58317,2.8267503,2.6478767,2.2317848,2.4668097,1.7247796,2.7004242,2.0707846,3.4638643,2.3109198,4.396534,2.7209878,4.5250416,2.5328994
01/12/2016,2.8281808,2.0304441,2.8341413,2.6639938,2.9632092,2.5955439,2.2280905,2.4950862,1.7346501,2.6767015,2.035749,3.4073472,2.223599,4.422164,2.7469516,4.5654774,2.708745
01/01/2017,2.9168248,2.1061897,2.9209733,2.8382182,3.0995011,2.5774956,2.3709435,2.5964856,1.8832088,2.8185368,2.2188902,3.5362244,2.2904396,4.727006,3.0610561,4.912317,3.1397223
01/02/2017,2.9457092,2.1374345,2.9272795,2.8334022,3.0708194,2.6484966,2.376219,2.6332498,1.778698,2.8250098,2.1325588,3.4903169,2.3438454,4.619956,3.1470895,4.9208164,3.2927275
01/03/2017,2.9158235,1.9883871,2.8906226,2.6659966,3.0640483,2.4060726,2.3197474,2.5397778,1.5607476,2.7727127,1.8386602,3.4586787,2.1595955,4.594934,2.7984738,4.733777,2.8200269
01/04/2017,2.8586268,1.9701958,2.835548,2.6444077,3.1031966,2.3735762,2.2273936,2.466607,1.4925718,2.746749,1.7914176,3.5065532,2.2214413,4.440427,2.9624581,4.634154,2.5283813
01/05/2017,2.84065,1.9395351,2.7946115,2.508533,2.9829621,2.315724,2.1580515,2.443397,1.311326,2.6322007,1.6245604,3.3720255,2.0251036,4.182887,2.5683403,4.323542,2.1082878
01/06/2017,2.781701,1.8161535,2.7360082,2.380848,2.8316855,2.2432685,2.0819135,2.3540974,1.0141134,2.5306702,1.4318705,3.3019185,1.9154787,4.158175,2.3176312,4.3058395,1.8741965
01/07/2017,2.7291536,1.7718673,2.6875257,2.260673,2.640748,2.1425366,2.0383196,2.2868872,0.9322524,2.3760915,1.2155056,3.253436,1.7031789,4.1332364,2.0890236,4.36548,1.8172264
01/08/2017,2.6658535,1.7434955,2.6186109,2.1978855,2.5375843,1.9817829,1.9245689,2.1741152,0.8643508,2.2687078,1.0761976,3.1242967,1.6259909,3.9312243,2.0836592,4.2192698,1.9231677
01/09/2017,2.6895165,1.7845631,2.6278973,2.2401333,2.5226355,1.9552231,1.9313384,2.1644115,0.90932846,2.1833181,1.0621309,3.0821323,1.6029716,3.945887,2.151394,4.1493177,2.0850897
01/10/2017,2.6548743,1.7935157,2.6037693,2.1929622,2.4249911,2.0544648,1.9112027,2.146721,0.8963585,2.1062613,1.1072397,2.8643131,1.4576674,3.879261,1.6972661,4.1472793,1.8049121
01/11/2017,2.6923656,1.8354177,2.6283622,2.324903,2.6262403,2.0311952,1.9630133,2.2046566,1.0931373,2.0385861,0.99470615,2.9673815,1.4837384,4.0150046,1.9450426,4.2523503,2.0685673
01/12/2017,2.6177168,1.8337846,2.5819898,2.4225235,2.617991,2.2673488,1.9099257,2.103901,1.1851907,1.9565344,1.0915399,2.979362,1.7531395,4.0081263,2.141428,4.222226,2.348113
01/01/2018,2.5220394,1.8131614,2.4954677,2.2783518,2.4795175,2.1416187,1.7870466,1.9957423,1.0971189,1.785028,0.9813905,2.7791977,1.6958475,3.5950541,1.8168092,3.6364675,2.0917654
01/02/2018,2.5278926,1.8092036,2.5091171,2.3105145,2.4638414,2.0411134,1.828293,2.020812,1.1984468,1.7096639,0.9627223,2.6619315,1.6276479,3.4380317,1.7405629,3.4378529,2.1579504
01/03/2018,2.544582,1.7961144,2.5132537,2.3678303,2.4662137,2.2312999,1.8477386,2.0319223,1.1913657,1.6704202,1.0115862,2.634418,1.7012477,3.309381,1.8624663,3.4121752,2.4238229
01/04/2018,2.592373,1.7735124,2.5630236,2.3637176,2.4074554,2.313912,1.9097807,2.1129131,1.1617303,1.6374111,0.948596,2.6109219,1.5940547,3.2734036,1.5860081,3.4004807,2.315545
01/05/2018,2.5989652,1.8404365,2.5766134,2.4466753,2.4184823,2.1416426,1.9564018,2.1323323,1.1910677,1.6134143,0.95306635,2.6042461,1.6550422,3.2902002,1.9527555,3.4426332,2.6575327
01/06/2018,2.7435422,1.9275308,2.7204633,2.5416374,2.4937391,2.332306,2.149437,2.2985697,1.317358,1.7490983,1.1121869,2.7095437,1.7550826,3.2051206,1.9518137,3.4289837,2.8682947
01/07/2018,2.8778076,2.006185,2.8277516,2.6047587,2.6496649,2.4425626,2.3022912,2.4122596,1.38942,1.8847823,1.2290597,2.6202679,1.8078327,3.0871034,2.1311998,3.2319546,2.9363394
01/08/2018,2.9313564,2.129829,2.8820634,2.7129173,2.817583,2.73633,2.3863072,2.524376,1.4801025,1.8612027,1.2626171,2.6251793,1.9735456,3.1616092,2.0934582,3.3820033,3.072095
01/09/2018,2.9637694,2.1426558,2.9186964,2.7228832,2.821219,2.718532,2.4622424,2.5652647,1.5230417,1.8945694,1.2889028,2.5828004,2.0757914,3.0373454,2.0772576,3.4472346,2.7950406
01/10/2018,2.901101,2.1063566,2.8588295,2.6809692,2.8099895,2.5401711,2.3377085,2.4694324,1.3928294,1.7760515,1.1596799,2.4530292,2.0518064,2.8606296,2.509725,3.2424927,3.148973
01/11/2018,2.8298378,2.0754576,2.804339,2.5429368,2.6525378,2.537334,2.2567024,2.4307609,1.2474895,1.7173648,1.101768,2.1498084,1.9186378,2.4932027,2.1564722,2.8334618,2.318573
01/12/2018,2.848816,1.9816756,2.7977705,2.3190618,2.5170684,2.188623,2.2707956,2.4700284,1.1207819,1.6079187,0.95016956,1.8621445,1.5160561,2.108562,1.7976999,2.526617,1.6102552
01/01/2019,2.7281165,1.7960072,2.6674986,2.1854281,2.3757696,2.1255255,2.0932584,2.3000479,0.87988377,1.2037039,0.42237043,1.5082598,1.0691881,1.7934322,1.3862252,2.4425268,1.3945818
01/02/2019,2.6822925,1.6907096,2.6100993,2.215588,2.4376154,1.9786596,1.9999918,2.2406697,0.7941723,1.0095835,0.2600193,1.3871074,0.9529352,1.6601086,1.2817264,2.3108602,1.3306975
01/03/2019,2.760446,1.6078115,2.6951313,2.164662,2.3344517,1.6276598,2.1242096,2.2996902,0.7842183,1.0715961,0.15323162,1.4061451,0.77074766,1.7034769,1.2287498,2.2677183,1.4343381
01/04/2019,2.7601004,1.7145991,2.6853323,2.2732973,2.440083,1.4463305,2.1493526,2.2752047,1.0299563,1.0456562,0.35779476,1.2901545,0.8894801,1.7115712,1.5495181,2.2990584,1.832509
01/05/2019,2.7460456,1.7902732,2.676189,2.2704363,2.531004,1.5758038,2.1278577,2.2629976,1.1386633,0.9629965,0.2794981,1.0946512,0.85566044,1.5012383,1.4650702,2.0871162,1.7122626
01/06/2019,2.7024627,1.7429113,2.6009917,2.2292137,2.3689032,1.8026948,2.0337088,2.2309422,1.1564851,0.70205927,-0.0024795532,0.80314875,0.50097704,1.4921904,1.6670585,2.0763636,1.9974709
01/07/2019,2.5509357,1.6488314,2.4887323,2.234733,2.3595095,1.6859293,1.8717127,2.1801472,1.2109518,0.4716158,0.011193752,0.5700469,0.65398216,1.2781858,1.7028689,2.0590067,1.9047856
01/08/2019,2.523601,1.5243411,2.4481058,2.118504,2.200687,1.493597,1.8153403,2.0937204,1.0889173,0.4277706,-0.059717894,0.46145916,0.4513383,1.0892868,1.2897491,1.7165899,1.4078856
01/09/2019,2.4536133,1.4943719,2.387631,2.064526,2.1709442,1.362586,1.7113575,2.0384073,0.9675741,0.19391775,-0.228405,0.38468838,0.19186735,0.8847594,1.1021376,1.3752222,1.2996197
01/10/2019,2.4513245,1.5017867,2.3822546,2.0222545,2.0835996,1.2721062,1.7448883,2.0755172,1.0102034,0.19575357,-0.32771826,0.52262545,0.07419586,1.1963487,0.70647,1.6670346,0.97323656
01/11/2019,2.46737,1.5264869,2.3755193,2.135396,2.1389246,1.3280511,1.7655231,2.0755172,1.0716796,0.15895367,-0.22965074,0.56984425,0.32801628,1.3534784,0.92966557,1.870501,1.6418219
01/12/2019,2.4793506,1.5582442,2.3827314,2.145958,2.0733476,1.4082193,1.7605133,2.0617247,1.0823607,0.16149282,-0.31219125,0.69162846,0.29166937,1.6210437,1.1019349,2.058506,2.1051407
01/01/2020,2.5996685,1.7784119,2.4774551,2.3114324,2.2547007,1.4239788,1.8836437,2.203393,1.3209224,0.41788816,0.0975728,0.80901384,0.6287694,1.6687512,1.4852405,2.0524979,2.357483
01/02/2020,2.5480032,1.8072248,2.4404407,2.1786213,2.1260977,1.4857054,1.8243083,2.1658778,1.3222098,0.49784184,0.10429621,0.76760054,0.4844308,1.6002059,1.26127,1.9654632,2.087605
01/03/2020,2.39712,1.9079447,2.3022652,2.1876693,2.192533,1.7589569,1.639586,2.0607352,1.3881922,0.39992332,0.17169714,0.7416725,0.5182147,1.6183257,1.1456013,2.0420313,1.8370867
01/04/2020,2.3231745,1.8520117,2.2219062,2.294314,2.2535086,2.482903,1.497774,1.9594908,1.2597919,0.34980774,0.11179447,0.87742805,0.8202672,1.7270684,1.3564706,2.0971656,1.1320829
01/05/2020,2.3005843,1.8225431,2.1940708,2.2501826,2.1704793,2.3796082,1.4754872,1.8969417,1.2089252,0.41145086,0.21740198,1.0600448,0.74204206,1.844728,1.0671139,2.2298694,0.7387996
01/06/2020,2.207768,1.8042803,2.1360517,2.3551106,2.21169,2.0226836,1.3825147,1.7884731,1.2058735,0.5543828,0.48799515,1.2679219,0.87673664,2.0556927,1.1316895,2.4482608,0.9683728
01/07/2020,2.2422433,1.9640446,2.1261573,2.3774028,2.1047473,1.816833,1.3716693,1.7260313,1.2635827,0.58721304,0.6035447,1.3528705,0.7997036,2.1481872,1.2022138,2.3295522,1.1886954
01/08/2020,2.2900105,1.9567847,2.1653771,2.4933338,2.2607088,1.802814,1.4226105,1.7884731,1.4156699,0.6704092,0.55758953,1.5242577,0.77741146,2.4397135,1.6153336,2.597487,1.5713573
01/09/2020,2.3668408,1.9144893,2.247417,2.4797797,2.2689939,2.368176,1.550461,1.8651605,1.4267802,0.91050863,0.5149245,1.7278314,0.87964535,2.7584672,1.7575026,3.031242,2.0173311
01/10/2020,2.386129,1.8914104,2.2683144,2.4958014,2.1815777,3.2518983,1.5550079,1.8773794,1.4148593,0.92738867,0.39048195,1.5861154,0.94833374,2.3032427,2.9043555,2.7927637,3.2785177
01/11/2020,2.4549365,2.0739198,2.326572,2.5054693,2.2383213,3.3869863,1.6204731,1.876533,1.6913533,1.0170221,0.6316304,1.670146,0.9014845,2.311802,2.9031873,2.7788997,3.0544758
01/12/2020,2.4547338,2.046764,2.3694158,2.508521,2.2411585,3.4696221,1.6991857,1.9014239,1.6720176,1.1323214,0.5198598,1.7421961,0.9847045,2.551806,3.264141,2.8621197,3.1547785
01/01/2021,2.4845958,2.121377,2.4463177,2.7506948,2.2504568,3.4566164,1.8195558,1.9143701,1.9459009,1.2322307,0.81523657,1.8785119,1.1337876,2.9032826,3.677106,3.1956673,3.4855127
01/02/2021,2.6851892,2.2262454,2.6120543,2.9828787,2.381134,3.5882592,2.0471485,2.0816684,2.0595312,1.4598846,1.1508107,2.1462083,1.6098738,3.2924056,4.2313337,3.6025167,4.043877
01/03/2021,2.8312802,2.6240468,2.7492046,3.2928586,2.6067853,3.761065,2.214657,2.1939278,2.5294185,1.4902234,1.5406847,2.0466566,2.043879,3.1933784,4.7666907,3.5673738,4.7212005
01/04/2021,2.8887272,2.6943922,2.8249383,3.1602502,2.585733,3.2762885,2.327729,2.2633195,2.6136994,1.6667247,1.6148925,2.0242453,1.7670274,3.080368,4.3159604,3.385675,5.0272346
01/05/2021,2.9533148,2.7172446,2.8814793,3.2131076,2.5944948,3.35325,2.3951209,2.3388386,2.6419759,1.8034339,1.6813993,2.00696,1.9798398,3.0504584,4.611099,3.3189654,5.544758
01/06/2021,2.9696703,2.6734471,2.8835535,3.0553937,2.5557756,3.2552361,2.3922648,2.3368359,2.559948,1.8683672,1.6726851,1.896739,2.024138,2.716124,4.355955,2.912712,4.8291564
01/07/2021,3.0364156,2.6625395,2.9576898,3.0436516,2.541256,3.43678,2.4729178,2.4121523,2.440989,2.041316,1.7023206,1.9669056,2.1446824,2.618146,4.3408394,2.8099537,4.82527
01/08/2021,3.1993508,2.8867006,3.108573,3.0898213,2.5800586,3.6175728,2.6747212,2.5546312,2.5524497,2.2127032,2.043414,1.9887686,2.4035692,2.6205182,4.511857,2.867806,4.8707247
01/09/2021,3.2921672,2.982974,3.1865716,3.174603,2.6613355,3.165996,2.7772977,2.6566863,2.632773,2.4461508,2.36516,2.0290852,2.6156545,2.6131988,4.6192884,2.7935147,4.749191
01/10/2021,3.4732938,3.237331,3.367889,3.4307957,2.9384613,2.5076032,3.0291417,2.8632164,2.914095,2.720487,2.917087,2.359724,3.1253815,2.870226,4.0676117,2.7772307,3.950858
01/11/2021,3.7689447,3.5025358,3.6733985,3.7000895,3.2721877,2.549076,3.3562045,3.2613993,3.1697392,3.1633735,3.2174587,2.6149511,3.5125256,3.0171275,4.4204354,2.9561162,4.483402
01/12/2021,4.116297,3.9266825,3.981769,3.9724946,3.6034703,2.7495265,3.6877007,3.7003756,3.6963105,3.5702229,3.7724853,2.9532433,4.0136695,2.9511929,4.2028785,3.0316353,4.3545127
01/01/2022,4.3447733,3.986752,4.1817546,3.941214,3.6420941,2.888739,3.880837,4.023385,3.663993,3.878808,3.8845778,3.2229424,4.0655017,3.09999,4.070282,3.219831,3.9559484
